股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
6152,百一,189.58,127.55,-0.94,3.14,116.24,2.48,147.17,6.37,0.73,-0.43,-1.44,-1.31,-1.01,-0.12
6153,嘉聯益,156.68,134.00,-26.36,3.55,102.81,8.08,45.17,0.75,0.43,-14.08,-24.55,-60.10,-34.04,-6.04
6155,鈞寶,223.67,190.39,"1,276.00",2.95,123.72,1.71,213.45,1.72,0.24,3.63,4.92,10.04,13.73,0.85
6164,華興,243.47,209.50,-4.54,2.61,139.84,2.68,136.19,1.42,0.43,-1.24,-2.25,-3.47,-3.60,-0.24
6165,浪凡,170.59,163.21,2.66,13.93,26.20,"9,600.83",0.03,7.36,1.42,1.41,1.89,3.81,0.57,0.26
6166,凌華,168.33,96.84,5.96,5.02,72.70,2.10,173.80,2.70,0.85,2.76,5.28,21.00,2.57,1.51
6168,宏齊,410.55,355.31,53.68,4.65,78.49,4.32,84.49,3.33,0.50,2.31,2.76,5.37,4.51,0.52
6176,瑞儀,252.00,225.70,"1,654.99",3.82,95.54,12.17,29.99,18.26,0.70,8.87,15.45,162.19,11.97,11.35
6177,達麗,140.82,15.74,559.69,79.66,4.58,0.43,848.83,8.92,0.42,5.89,24.83,64.94,13.46,5.08
6183,關貿,246.58,239.63,713.55,3.93,92.87,0.01,"36,500.00",3.19,0.65,13.60,18.99,38.95,20.92,3.2
6184,大豐電,75.83,69.25,18.80,19.37,18.84,24.52,14.88,1.03,0.28,7.54,11.72,40.27,25.21,3.52
6189,豐藝,151.48,103.37,8.01,5.73,63.69,6.23,58.58,77.63,1.73,6.78,16.58,53.46,3.18,4.0
6191,精成科,185.98,153.07,31.11,3.04,120.06,4.72,77.33,3.85,0.64,9.20,16.35,86.76,13.83,6.73
6192,巨路,228.55,144.05,"1,148.99",4.32,84.49,1.42,257.04,6.70,0.65,7.57,12.53,115.33,11.68,8.17
6196,帆宣,130.56,99.67,9.30,6.79,53.75,2.73,133.69,23.17,1.37,5.79,20.29,140.93,3.73,10.96
6197,佳必琪,236.32,196.30,61.19,4.07,89.68,5.91,61.75,12.09,1.07,13.48,19.28,66.38,12.35,5.2
6201,亞弘電,354.63,260.36,"1,098.00",5.54,65.88,2.84,128.52,6.44,0.95,11.63,15.32,57.54,12.14,4.63
6202,盛群,273.00,172.00,11.00,4.19,87.11,0.88,414.77,5.59,0.40,1.86,2.59,4.39,4.42,0.49
6205,詮欣,614.55,564.29,227.19,3.00,121.66,3.46,105.49,2.54,0.40,4.93,6.85,26.84,12.32,2.1
6206,飛捷,463.88,399.05,472.86,4.42,82.57,2.90,125.86,3.41,0.62,8.07,9.74,42.25,13.55,3.51
6209,今國光,232.46,174.98,-8.33,3.17,115.14,3.73,97.85,1.88,0.62,-0.99,-1.59,-4.51,-1.85,-0.29
6213,聯茂,202.15,171.90,9.03,2.12,172.16,6.74,54.15,2.25,0.75,2.37,3.42,31.75,2.70,1.86
6214,精誠,181.10,129.24,23.32,5.58,65.41,5.46,66.84,15.88,1.16,5.45,10.75,70.70,4.49,6.02
6215,和椿,433.13,300.39,304.70,2.86,127.62,1.59,229.55,4.20,0.53,4.26,5.29,10.20,8.07,0.95
6216,居易,972.45,825.92,無,6.94,52.59,1.55,235.48,3.85,0.41,6.55,7.26,14.41,15.86,1.34
6224,聚鼎,209.92,156.62,2.18,4.08,89.46,2.54,143.70,1.88,0.63,2.89,4.08,3.82,-1.04,1.24
6225,天瀚,"1,521.83","1,377.34",無,4.22,86.49,7.01,52.06,422.51,0.52,8.61,9.59,3.14,16.29,0.31
6226,光鼎,192.19,91.77,-3.48,3.49,104.58,0.81,450.61,1.41,0.31,-2.10,-5.71,-62.82,-9.47,-0.65
6230,尼得科超眾,226.99,171.11,17.95,3.44,106.10,4.93,74.03,3.94,1.04,5.82,10.92,102.02,5.63,7.02
6235,華孚,112.52,82.49,28.15,3.62,100.82,4.56,80.04,1.89,0.80,11.58,22.08,52.51,13.90,4.17
6239,力成,291.94,249.83,37.85,4.54,80.39,6.63,55.05,1.16,0.61,8.49,14.04,158.64,11.37,10.72
6243,迅杰,337.12,241.54,17.00,3.90,93.58,1.50,243.33,35.51,0.75,6.05,8.26,14.33,7.61,1.5
6257,矽格,210.36,197.48,10.78,4.07,89.68,28.27,12.91,0.91,0.41,6.28,10.92,56.37,13.82,3.8
6269,台郡,201.64,158.00,40.20,6.03,60.53,6.41,56.94,1.88,0.76,4.87,7.91,72.19,6.28,6.45
6271,同欣電,262.20,213.75,14.56,5.48,66.60,5.19,70.32,1.01,0.34,3.63,4.7,66.73,9.93,5.5
6277,宏正,211.00,136.00,19.00,7.05,51.77,1.49,244.96,1.95,0.71,8.39,11.81,63.04,11.10,4.73
6278,台表科,148.95,135.93,16.86,2.76,132.24,9.96,36.64,3.85,0.90,5.14,12.74,105.53,5.41,8.57
6281,全國電,139.77,66.01,19.60,111.37,3.27,6.12,59.64,40.79,2.25,5.92,17.88,64.56,2.49,5.13
6282,康舒,168.52,112.39,2.53,3.71,98.38,3.29,110.94,2.98,0.68,0.58,0.37,3.89,0.23,0.07
6283,淳安,234.03,205.72,-32.67,2.13,171.36,5.18,70.46,2.52,0.46,-6.94,-10.55,-14.62,-15.41,-1.19
6285,啟碁,156.57,98.90,9.06,4.96,73.58,4.40,82.95,10.31,1.64,6.34,14.96,99.08,3.43,8.98
6288,聯嘉,157.94,67.52,87.70,4.43,82.39,2.06,177.18,2.09,0.71,0.64,0.39,-0.21,0.24,0.05
6405,悅城,"2,027.20","2,012.40",-327.63,2.61,139.84,25.30,14.42,0.22,0.08,-3.22,-3.42,-12.79,-41.15,-1.31
6409,旭隼,176.07,146.80,70.27,6.21,58.77,7.38,49.45,4.26,1.23,23.82,43.38,499.53,19.12,41.52
6412,群電,138.46,98.05,45.89,3.50,104.28,4.59,79.52,6.24,1.27,11.74,24.87,104.45,9.07,8.27
6414,樺漢,142.79,104.06,7.32,6.06,60.23,4.06,89.90,18.17,0.99,5.10,11.7,523.92,4.44,19.01
6415,矽力*-KY,"1,171.95","1,063.49",245.97,9.05,40.33,1.88,194.14,7.32,0.44,1.83,2.42,64.78,4.13,1.96
6416,瑞祺電通,347.94,163.62,29.46,5.00,73.00,1.36,268.38,9.56,0.76,6.21,9.01,55.85,7.87,4.4
6423,億而得-創,714.20,708.99,741.18,9.19,39.71,無,無,16.88,0.48,8.25,9.68,14.27,17.09,1.19
6426,統新,755.58,633.50,"-16,413.21",2.99,122.07,2.83,128.97,0.89,0.26,-7.60,-8.56,-35.37,-28.48,-2.68
6438,迅得,224.81,160.40,28.10,4.58,79.69,2.20,165.90,3.11,0.73,8.47,16.65,108.98,11.14,8.89
6442,光聖,213.60,151.06,20.45,4.12,88.59,1.89,193.12,4.49,0.77,5.27,8.31,37.37,6.42,2.53
6443,元晶,213.23,146.34,9.22,6.04,60.43,4.70,77.65,1.42,0.71,4.95,7.64,10.18,6.38,1.07
6446,藥華藥,"1,063.90",979.02,-20.14,4.84,75.41,0.44,829.54,4.60,0.24,-2.75,-3.46,-29.00,-12.22,-1.93
6449,鈺邦,187.76,145.05,15.32,2.60,140.38,2.93,124.57,2.15,0.59,7.13,11.65,47.41,11.18,3.73
6451,訊芯-KY,135.91,129.31,418.33,5.95,61.34,6.80,53.67,1.28,0.33,3.92,6.71,52.73,8.96,4.1
6456,GIS-KY,194.41,168.54,294.00,3.18,114.77,6.83,53.44,4.30,0.93,-2.75,-8.93,-94.42,-3.93,-8.11
6464,台數科,107.28,98.46,5.37,14.43,25.29,48.82,7.47,2.30,0.22,5.03,9.18,77.96,18.19,5.78
6472,保瑞,128.85,92.91,24.73,2.81,129.89,3.51,103.98,1.92,0.59,13.25,44.52,400.42,21.34,30.2
6477,安集,117.58,81.69,3.53,3.56,102.52,2.08,175.48,0.49,0.19,2.26,3.94,12.17,8.93,1.21
6491,晶碩,238.13,216.64,48.24,8.61,42.39,5.41,67.46,1.39,0.58,14.61,20.38,253.67,24.71,22.83
6504,南六,101.49,73.81,326.00,4.58,79.69,6.55,55.72,1.25,0.59,1.66,3.42,28.00,1.94,1.65
6505,台塑化,579.44,355.06,45.99,13.10,27.86,8.41,43.40,7.90,1.70,5.32,6.64,25.92,3.07,2.3
6515,穎崴,242.68,182.54,179.32,2.97,122.89,3.44,106.10,2.12,0.70,8.82,12.92,161.33,12.60,13.52
6525,捷敏-KY,204.70,190.81,339.95,5.44,67.09,16.30,22.39,1.52,0.68,8.68,13.32,55.37,12.81,4.39
6526,達發,427.97,374.21,"1,732.65",7.39,49.39,2.13,171.36,6.72,0.73,5.53,7.71,71.90,7.14,6.47
6531,愛普*,954.78,871.47,"92,931.48",6.85,53.28,1.81,201.65,53.82,0.35,11.95,12.98,199.87,34.19,8.93
6533,晶心科,903.69,863.76,"-4,355.58",6.57,55.55,0.30,"1,216.66",12.35,0.20,-1.86,-2.08,-19.56,-9.62,-2.01
6534,正瀚-創,140.02,124.40,"3,543.99",21.73,16.79,1.72,212.20,0.72,0.44,13.93,20.11,56.32,30.58,4.76
6541,泰福-KY,166.12,107.53,無,無,無,無,無,無,無,-67.64,-193.18,-159.50,無,16.58
6550,北極星藥業-KY,532.13,522.96,"4,737.40",2.68,136.19,無,無,0.01,0.00,-17.10,-19.53,-24.83,"-21,281.41",-2.12
6552,易華電,102.15,80.44,1.07,6.26,58.30,8.19,44.56,0.90,0.39,0.58,0.3,0.21,0.42,0.09
6558,興能高,191.16,157.35,-7.41,4.01,91.02,3.61,101.10,1.58,0.55,-1.86,-2.99,-4.85,-3.73,-0.48
6573,虹揚-KY,74.03,50.99,-5.21,3.31,110.27,5.25,69.52,1.21,0.54,-9.29,-28.96,-29.48,-20.35,-2.91
6579,研揚,435.18,341.14,223.96,7.59,48.08,2.66,137.21,6.94,0.63,9.10,10.87,89.82,14.46,8.42
6581,鋼聯,261.62,216.39,"31,749.13",10.56,34.56,7.86,46.43,0.63,0.43,10.66,11.96,56.97,24.72,4.54
6582,申豐,424.48,363.74,-756.01,3.55,102.81,4.11,88.80,0.36,0.14,-1.69,-1.83,-12.76,-12.06,-1.02
6585,鼎基,268.46,188.92,"2,046.74",6.20,58.87,2.54,143.70,0.89,0.55,8.58,13.39,76.56,14.89,6.01
6591,動力-KY,269.77,227.27,15.39,2.54,143.70,4.10,89.02,1.27,0.50,4.64,6.77,49.46,8.56,3.4
6592,和潤企業,105.23,102.73,2.22,無,無,無,無,3.59,0.10,2.72,11.23,82.99,14.28,6.41
6598,ABC-KY,824.47,652.19,-74.46,6.48,56.32,0.90,405.55,3.37,0.36,-14.73,-22.23,-19.99,-41.55,-2.01
6605,帝寶,171.12,101.88,13.10,5.40,67.59,1.97,185.27,1.34,0.56,8.16,14.03,193.38,12.65,14.29
6606,建德工業,343.94,127.18,127.32,24.61,14.83,0.67,544.77,0.84,0.34,4.77,6.4,16.32,13.49,0.95
6625,必應,156.19,143.02,186.00,9.62,37.94,無,無,9.64,1.81,20.68,40.91,75.13,11.38,6.68
6641,基士德-KY,156.26,133.40,12.28,4.07,89.68,8.08,45.17,3.25,0.73,1.69,2.57,11.80,2.15,1.28
6645,金萬林-創,167.94,119.72,-43.11,3.03,120.46,2.80,130.35,1.02,0.46,-11.03,-17.66,-25.48,-24.69,-2.22
6655,科定,89.02,25.93,607.85,8.15,44.78,1.18,309.32,0.53,0.37,4.69,12.28,37.90,10.53,3.52
6657,華安,"3,370.71","3,286.64",無,5.82,62.71,3.00,121.66,0.10,0.01,-35.65,-37.02,-34.25,"-3,637.64",-3.62
6658,聯策,216.03,180.36,9.25,2.32,157.32,5.50,66.36,2.89,0.60,1.72,2.99,13.64,2.53,0.99
6666,羅麗芬-KY,261.48,242.96,39.79,253.44,1.44,5.32,68.60,1.28,0.46,4.13,5.28,24.04,8.80,1.86
6668,中揚光,130.50,113.14,-8.88,1.87,195.18,2.09,174.64,0.49,0.24,-6.42,-14.74,-30.19,-29.13,-3.24
6669,緯穎,217.01,133.44,17.20,16.05,22.74,6.62,55.13,62.17,2.72,14.41,29.73,883.30,4.98,68.88
6670,復盛應用,219.54,165.39,53.65,4.79,76.20,4.87,74.94,4.84,1.14,12.18,20.19,249.56,10.43,18.18
6671,三能-KY,291.38,206.55,61.02,8.44,43.24,3.44,106.10,2.27,0.86,8.22,10.49,42.00,9.36,2.89
6672,騰輝電子-KY,288.54,211.97,67.55,3.42,106.72,3.49,104.58,4.82,0.98,9.09,13.68,75.58,9.11,6.08
6674,鋐寶科技,290.76,152.66,-451.69,2.53,144.26,1.54,237.01,7.32,0.54,-15.10,-24.48,-45.18,-28.01,-4.84
6689,伊雲谷,188.09,162.21,42.27,5.62,64.94,7.04,51.84,629.52,1.71,3.13,5.91,30.76,1.79,2.7
6691,洋基工程,183.19,103.62,820.39,8.18,44.62,0.37,986.48,44.41,1.31,14.99,32.9,251.54,11.38,20.22
6695,芯鼎,"1,058.31",850.16,0.00,7.39,49.39,1.30,280.76,26.80,0.58,-3.37,-3.74,-6.75,-5.86,-0.68
6698,旭暉應材,162.40,131.53,0.57,3.12,116.98,3.06,119.28,0.89,0.36,-0.26,-1.5,-13.51,-2.57,-1.3
6706,惠特,263.88,194.84,-27.49,1.97,185.27,0.98,372.44,0.84,0.20,-5.49,-9.62,-61.04,-28.28,-5.13
6715,嘉基,432.80,366.43,105.21,2.23,163.67,2.31,158.00,2.70,0.62,9.54,12.8,80.36,15.30,6.38
6719,力智,994.34,807.63,90.90,6.79,53.75,1.44,253.47,6.65,0.32,0.54,0.6,8.78,1.67,0.63
6742,澤米,398.93,349.11,3.09,1.93,189.11,3.20,114.06,1.03,0.29,1.97,2.18,2.94,5.44,0.42
6743,安普新,79.05,38.71,1.04,3.72,98.11,1.66,219.87,1.17,0.48,1.54,-0.3,0.49,-0.21,-0.05
6753,龍德造船,119.21,94.36,15.54,86.59,4.21,3.91,93.35,2.09,0.63,7.70,23.19,67.29,11.53,5.43
6754,匯僑設計,162.13,156.18,236.83,5.87,62.18,66.98,5.44,5.26,1.00,6.05,13.1,63.40,6.03,4.25
6756,威鋒電子,310.78,265.61,"1,222.87",8.56,42.64,1.05,347.61,20.70,0.55,4.86,5.98,30.82,8.87,2.62
6757,台灣虎航-創,95.34,93.20,"1,039.04",72.79,5.01,38.00,9.60,11.38,0.77,12.44,70.89,50.96,14.65,4.27
6768,志強-KY,309.43,273.32,8.65,4.83,75.56,6.92,52.74,2.93,0.71,3.10,3.89,38.99,3.80,2.78
6770,力積電,183.93,147.06,-1.39,6.15,59.34,3.17,115.14,0.48,0.24,-0.63,-1.74,-5.10,-3.73,-0.4
6771,平和環保-創,125.44,116.50,"1,685.83",5.12,71.28,69.65,5.24,0.68,0.47,11.17,18.75,56.43,22.36,4.76
6776,展碁國際,136.24,75.55,913.72,8.10,45.06,9.06,40.28,152.29,3.35,6.04,17.62,62.04,1.80,5.06
6782,視陽,201.56,128.11,"1,001.37",7.11,51.33,2.81,129.89,1.31,0.48,6.41,9.67,47.00,12.29,4.79
6789,采鈺,358.41,353.42,4.50,8.68,42.05,62.79,5.81,0.64,0.29,1.69,2.12,9.96,4.92,1.13
6790,永豐實,219.70,161.21,"12,934.71",8.23,44.34,6.12,59.64,3.06,1.20,11.40,17.59,45.18,9.47,3.62
6792,詠業,432.52,333.76,"9,720.09",4.96,73.58,2.52,144.84,2.44,0.64,9.14,11.48,46.43,14.19,4.18
6794,向榮生技-創,"2,998.62","2,853.86",無,19.43,18.78,0.55,663.63,0.23,0.04,-15.03,-18.08,-15.10,-342.06,-1.56
6796,晉弘,566.47,466.24,22.13,5.73,63.69,1.26,289.68,2.26,0.49,7.07,10.28,26.89,13.79,2.2
6799,來頡,686.51,596.06,"3,280.90",5.85,62.39,2.94,124.14,10.54,0.66,14.08,16.47,64.07,21.37,5.42
6805,富世達,220.99,189.54,32.35,5.85,62.39,3.78,96.56,16.83,0.77,8.88,17.99,132.90,11.13,10.18
6806,森崴能源,188.78,68.46,19.56,16.69,21.86,無,無,3.57,0.47,2.77,5.45,35.73,5.54,2.94
6807,峰源-KY,163.30,130.21,"1,223.61",9.54,38.25,8.96,40.73,3.44,1.19,7.59,11.65,55.24,6.35,4.41
6830,汎銓,205.02,188.47,22.11,2.84,128.52,無,無,0.99,0.47,6.78,10.17,72.42,13.89,5.59
6834,天二科技,162.12,106.16,-21.97,3.43,106.41,2.71,134.68,1.06,0.45,-4.34,-6.36,-15.47,-10.20,-1.09
6835,圓裕,217.54,187.84,29.51,2.34,155.98,4.66,78.32,12.15,0.78,8.66,14.92,48.19,10.74,3.57
6854,錼創科技-KY創,462.80,379.52,"-34,574.71",13.34,27.36,4.61,79.17,1.40,0.36,-19.55,-23.31,-47.85,-54.38,-4.78
6861,睿生光電,218.89,151.00,17.75,2.97,122.89,2.18,167.43,8.40,0.86,5.74,11.1,30.55,6.35,3.0
6863,永道-KY,350.75,287.98,236.89,5.67,64.37,3.55,102.81,2.57,0.50,8.32,9.72,52.60,16.68,6.17
6869,雲豹能源-創,128.10,109.25,"1,958.00",22.86,15.96,47.17,7.73,2.93,0.79,12.62,28.96,104.59,14.98,8.77
6873,泓德能源-創,233.45,188.95,18.67,61.91,5.89,0.57,640.35,4.24,0.61,9.00,17.7,100.27,14.02,8.36
6901,鑽石投資,"14,637.93","9,217.97","-320,473.57",無,無,無,無,"-2,077.07",-0.20,-21.31,-21.61,-30.40,-105.90,-3.32
6902,走著瞧-創,287.47,275.62,7.95,6.47,56.41,無,無,111.89,1.42,1.04,1.48,1.56,0.66,0.16
6906,現觀科,468.55,467.02,291.38,5.38,67.84,無,無,60.17,0.53,15.92,21.21,44.49,29.60,3.6
6914,阜爾運通,58.94,52.41,10.39,19.78,18.45,33.57,10.87,4.69,0.64,9.17,26.27,114.14,12.83,9.11
6916,華凌,164.88,124.53,11.90,9.33,39.12,3.13,116.61,7.15,0.96,3.93,7.64,21.01,3.63,1.33
6928,攸泰科技,272.91,158.89,62.12,8.23,44.34,2.71,134.68,83.51,1.72,12.13,20.43,42.60,6.93,3.44
6933,AMAX-KY,225.99,134.16,15.32,7.78,46.91,4.22,86.49,96.49,2.07,9.21,16.16,77.20,4.17,6.88
6937,天虹,494.37,285.63,44.83,4.32,84.49,0.95,384.21,2.14,0.75,8.81,12.33,54.03,15.39,5.02
6949,沛爾生醫-創,"1,262.11","1,247.97","-15,598.04",2.64,138.25,10.22,35.71,0.18,0.01,-32.42,-40.2,-74.38,"-2,225.03",-8.62
8011,台通,198.89,125.84,1.45,9.34,39.07,2.89,126.29,0.91,0.29,1.31,1.04,1.86,1.81,0.09
8016,矽創,317.62,255.14,455.34,11.84,30.82,3.11,117.36,9.11,0.84,12.24,16.46,236.44,14.45,15.5
8021,尖點,416.65,354.02,9.06,2.76,132.24,3.06,119.28,1.42,0.39,-0.35,-0.75,9.64,-1.40,-0.25
8028,昇陽半導體,237.12,217.35,6.71,8.39,43.50,8.37,43.60,0.58,0.37,4.12,9.01,20.28,9.38,2.02
8033,雷虎,214.48,98.18,-0.66,5.26,69.39,0.96,380.20,4.25,0.51,-0.65,-2.0,-1.71,-2.38,-0.18
8039,台虹,179.72,144.17,"1,586.07",2.17,168.20,3.99,91.47,1.93,0.62,2.98,4.47,23.06,4.42,2.02
8046,南電,268.93,223.70,368.00,3.88,94.07,7.03,51.92,1.05,0.56,7.66,11.45,109.98,13.77,9.0
8070,長華*,157.62,134.89,15.04,4.56,80.04,5.49,66.48,4.13,0.47,6.92,12.51,389.89,13.63,2.19
8072,陞泰,"1,045.55",966.51,無,4.85,75.25,6.38,57.21,1.64,0.47,2.74,2.94,11.17,5.94,0.73
8081,致新,419.48,329.22,"1,610.09",5.55,65.76,2.31,158.00,6.84,0.81,15.15,21.51,207.19,18.78,17.33
8101,華冠,44.79,27.54,-15.88,0.94,388.29,1.45,251.72,1.93,0.24,-27.91,-104.2,-25.95,-121.19,-2.79
8103,瀚荃,258.86,226.87,21.33,3.11,117.36,3.93,92.87,2.68,0.58,4.50,7.0,43.21,7.26,2.76
8104,錸寶,145.72,111.57,91.07,3.78,96.56,4.24,86.08,1.23,0.52,-3.06,-9.13,-0.56,-7.63,-3.08
8105,凌巨,187.05,131.47,15.10,6.70,54.47,5.02,72.70,1.61,0.74,2.08,3.0,6.32,2.61,0.53
8110,華東,163.80,143.84,0.23,4.60,79.34,8.88,41.10,0.93,0.42,0.27,-1.1,-2.90,-1.55,-0.01
8112,至上,179.02,95.92,3.43,7.70,47.40,6.06,60.23,489.80,3.12,7.20,13.81,59.86,1.60,4.7
8114,振樺電,222.43,141.96,6.22,6.53,55.89,2.12,172.16,2.96,0.64,4.76,11.5,134.61,7.40,5.55
8131,福懋科,"1,102.30","1,015.92","10,689.35",4.73,77.16,8.57,42.59,2.86,0.55,3.82,4.33,14.09,6.93,1.2
8150,南茂,342.17,305.60,9.53,4.40,82.95,5.87,62.18,1.08,0.47,4.62,7.62,31.19,8.87,2.6
8162,微矽電子-創,177.96,170.44,-1.43,3.61,101.10,39.48,9.24,0.62,0.41,-0.82,-2.03,-4.55,-2.90,-0.39
8163,達方,148.27,102.89,11.79,3.53,103.39,2.95,123.72,3.02,0.75,6.17,12.79,105.91,7.36,5.91
8201,無敵,318.26,284.54,-127.09,6.05,60.33,4.70,77.65,4.06,0.68,-9.29,-12.79,-11.37,-13.74,-1.14
8210,勤誠,151.12,117.03,"1,894.74",3.75,97.33,4.09,89.24,2.26,0.85,8.73,20.81,121.17,9.65,9.03
8213,志超,148.24,134.55,7.59,2.64,138.25,8.32,43.87,2.25,0.65,4.45,7.37,61.00,5.97,4.03
8215,明基材,129.11,73.05,6.16,5.58,65.41,4.56,80.04,1.69,0.83,3.51,6.71,19.67,2.94,1.29
8222,寶一,281.61,120.54,8.28,7.03,51.92,1.21,301.65,1.41,0.48,4.69,7.58,8.84,8.87,0.88
8249,菱光,171.08,153.70,15.99,6.51,56.06,6.94,52.59,17.95,0.45,3.88,5.46,22.09,8.07,2.18
8261,富鼎,752.38,622.82,0.00,3.67,99.45,2.59,140.92,6.20,0.47,5.46,6.11,33.45,11.56,2.83
8271,宇瞻,274.53,190.42,"5,610.15",10.09,36.17,4.79,76.20,8.33,1.23,9.94,13.8,61.00,7.92,4.51
8341,日友,153.63,133.99,846.95,5.89,61.96,47.60,7.66,0.49,0.31,4.62,9.76,42.04,13.06,3.4
8367,建新國際,140.82,139.17,5.14,5.26,69.39,無,無,0.45,0.18,3.18,9.44,46.62,14.74,3.25
8374,羅昇,274.71,180.38,0.15,3.27,111.62,3.10,117.74,4.97,0.97,-0.36,-0.81,-0.55,-0.56,-0.19
8404,百和興業-KY,76.61,38.30,-10.43,5.05,72.27,1.08,337.96,0.54,0.29,-0.33,-12.06,-17.58,-11.90,-1.9
8411,福貞-KY,121.06,95.43,1.62,4.78,76.35,7.99,45.68,1.16,0.65,1.27,0.58,4.95,0.41,0.15
8422,可寧衛,127.64,124.74,15.11,8.08,45.17,41.40,8.81,0.55,0.31,7.49,14.61,116.20,22.96,9.12
8429,金麗-KY,"7,147.50","7,134.95",-6.94,8.83,41.33,91.77,3.97,103.24,0.03,-0.18,-0.23,-0.69,-6.81,-0.08
8438,昶昕,168.06,141.40,10.47,8.03,45.45,14.48,25.20,2.27,1.07,3.45,5.23,18.09,2.92,1.28
8442,威宏-KY,226.62,178.99,7.52,4.17,87.52,6.06,60.23,9.52,1.24,10.86,22.17,95.29,7.78,10.07
8443,阿瘦,138.17,40.69,3.81,46.26,7.89,0.74,493.24,3.73,0.67,1.25,2.07,2.55,1.44,0.25
8454,富邦媒,98.48,66.87,224.37,36.19,10.08,20.42,17.87,14.09,4.00,13.34,36.14,184.75,3.32,15.1
8462,柏文,67.00,65.65,2.32,126.68,2.88,0.54,675.92,1.37,0.44,2.08,6.51,18.29,2.64,1.5
8463,潤泰材,122.25,71.41,4.95,4.95,73.73,2.51,145.41,1.52,0.74,3.53,8.26,16.96,3.83,0.77
8464,億豐,370.92,293.73,"1,572.65",10.71,34.08,2.44,149.59,3.05,0.85,17.90,24.45,274.13,20.99,18.73
8467,波力-KY,172.72,145.41,10.49,6.30,57.93,3.58,101.95,2.18,0.60,12.83,21.12,88.21,19.36,7.69
8473,山林水,93.73,91.00,2.68,2.41,151.45,無,無,5.66,0.24,1.93,2.26,18.04,4.41,0.27
8476,台境,345.39,295.86,53.05,27.25,13.39,4.99,73.14,4.59,0.60,14.48,21.75,52.97,23.83,4.49
8478,東哥遊艇,306.19,150.75,"2,034.76",5.31,68.73,0.87,419.54,4.80,0.63,21.72,39.52,249.15,32.91,23.66
8481,政伸,606.31,533.12,535.10,3.42,106.72,3.88,94.07,1.97,0.52,6.50,7.56,23.26,12.57,1.88
8482,商億-KY,149.26,100.49,136.41,7.70,47.40,3.78,96.56,1.63,0.75,6.11,8.25,35.27,8.10,2.87
8487,愛爾達-創,283.51,232.34,158.94,4.37,83.52,8.72,41.85,95.47,1.28,18.12,31.88,68.83,14.06,5.98
8488,吉源-KY,108.87,92.07,-0.05,3.19,114.42,9.42,38.74,1.49,0.69,-1.21,-4.86,-10.58,-3.07,-1.75
8499,鼎炫-KY,"1,917.70","1,861.65",77.07,3.54,103.10,3.97,91.93,2.26,0.16,5.04,5.4,170.71,30.89,8.97
8926,台汽電,103.74,63.40,"1,401.00",7.04,51.84,44.03,8.28,1.42,0.21,5.17,9.06,17.85,23.23,1.82
8940,新天地,77.35,55.32,9.75,27.77,13.14,6.86,53.20,1.54,0.72,6.20,15.83,23.02,7.62,1.58
8996,高力,271.32,141.68,22.85,6.19,58.96,2.45,148.97,2.50,0.96,13.43,24.21,81.63,13.33,6.45
9802,鈺齊-KY,169.86,124.70,"2,713.11",4.85,75.25,3.75,97.33,1.98,0.81,7.47,11.96,106.85,8.86,7.87
9902,台火,761.17,664.39,108.01,7.61,47.96,2.33,156.65,2.66,0.21,2.35,2.54,3.21,10.77,0.32
9904,寶成,185.76,131.53,6.92,8.59,42.49,3.73,97.85,4.05,0.75,5.68,8.3,66.06,6.47,3.61
9905,大華,341.04,267.74,"2,878.46",5.65,64.60,3.95,92.40,3.75,0.77,4.06,5.68,19.43,5.26,1.45
9906,欣巴巴,128.52,8.90,345.65,"2,536.00",0.14,0.28,"1,303.57","1,499.87",0.37,5.42,36.53,80.50,13.96,6.24
9907,統一實,193.11,119.97,6.54,7.88,46.31,6.90,52.89,1.96,1.04,2.20,2.83,6.49,1.69,0.43
9908,大台北,331.33,322.79,"98,813.79",9.41,38.78,16.80,21.72,0.67,0.18,6.23,8.6,26.48,35.03,2.32
9910,豐泰,166.02,97.51,"2,897.08",10.13,36.03,7.69,47.46,4.02,1.68,11.06,20.97,71.71,6.35,5.04
9911,櫻花,174.94,131.36,208.31,6.87,53.12,4.37,83.52,3.86,0.90,11.82,18.23,61.74,12.96,4.9
9912,偉聯,129.90,51.20,-6.86,9.96,36.64,1.25,292.00,4.01,0.68,-3.22,-7.1,-10.12,-5.84,-0.59
9914,美利達,143.42,56.26,13.03,8.79,41.52,2.19,166.66,11.83,0.71,4.91,8.35,91.97,6.60,5.66
9917,中保科,115.21,97.65,29.37,9.90,36.86,6.57,55.55,1.87,0.65,10.28,20.49,70.74,15.36,5.85
9918,欣天然,235.64,231.44,"2,206.97",9.25,39.45,31.25,11.68,0.77,0.34,6.42,11.56,23.09,18.41,2.0
