股票代碼,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
8487,愛爾達-創,35.68,"5,199.17",283.51,232.34,158.94,4.37,83.52,8.72,41.85,95.47,1.28,18.12,31.88,68.83,14.06,5.98,49.15,217.54,13.14
8488,吉源-KY,55.44,129.89,108.87,92.07,-0.05,3.19,114.42,9.42,38.74,1.49,0.69,-1.21,-4.86,-10.58,-3.07,-1.75,33.24,142.55,15.28
8499,鼎炫-KY,6.29,"1,201.24","1,917.70","1,861.65",77.07,3.54,103.10,3.97,91.93,2.26,0.16,5.04,5.40,170.71,30.89,8.97,99.41,143.65,3.09
8926,台汽電,40.40,478.99,103.74,63.40,"1,401.00",7.04,51.84,44.03,8.28,1.42,0.21,5.17,9.06,17.85,23.23,1.82,0.00,80.16,-2.49
8940,新天地,62.26,153.58,77.35,55.32,9.75,27.77,13.14,6.86,53.20,1.54,0.72,6.20,15.83,23.02,7.62,1.58,57.67,149.32,12.66
8996,高力,44.01,208.48,271.32,141.68,22.85,6.19,58.96,2.45,148.97,2.50,0.96,13.43,24.21,81.63,13.33,6.45,68.19,37.97,12.64
910322,康師傅-DR,67.60,104.73,70.13,47.57,"1,020.68",47.01,7.76,11.48,31.79,3.73,1.43,6.92,20.48,"2,430.06",4.37,2.40,18.82,74.59,4.57
9105,泰金寶-DR,69.45,228.89,144.86,109.35,180.56,4.45,82.02,7.55,48.34,8.20,1.63,1.20,4.92,16.27,0.74,0.15,31.19,71.99,27.28
910861,神州-DR,57.48,"1,575.52",149.79,129.28,-947.94,4.70,77.65,9.86,37.01,25.00,0.85,-5.68,-13.76,-754.32,-7.23,-4.26,10.10,353.02,8.60
9110,越南控-DR,51.80,"1,351.72",184.88,140.95,174.97,3.65,100.00,3.67,99.45,25.55,0.90,1.44,3.30,159.76,1.60,0.06,-6.46,-106.13,-2.23
911622,泰聚亨-DR,19.01,197.39,213.43,74.23,358.98,22.00,16.59,3.07,118.89,2.29,0.93,3.13,2.97,3.73,2.44,0.21,87.19,109.94,9.35
911868,同方友友-DR,13.70,"7,916.13",676.35,590.97,27.56,6.29,58.02,2.64,138.25,40.04,0.45,1.60,1.79,21.91,3.41,0.05,54.55,194.26,5.84
912000,晨訊科-DR,24.67,"3,118.87",333.94,311.99,84.84,6.78,53.83,3.01,121.26,7.85,0.25,16.03,22.76,194.52,61.25,0.63,無,"-2,820.95",-0.61
9136,巨騰-DR,無,無,120.28,87.40,無,2.83,128.97,3.44,106.10,無,無,無,-4.63,無,無,-1.07,無,無,無
9802,鈺齊-KY,33.78,166.52,169.86,124.70,"2,713.11",4.85,75.25,3.75,97.33,1.98,0.81,7.47,11.96,106.85,8.86,7.87,101.32,83.37,20.18
9902,台火,8.55,"1,175.05",761.17,664.39,108.01,7.61,47.96,2.33,156.65,2.66,0.21,2.35,2.54,3.21,10.77,0.32,-81.56,-53.35,-5.19
9904,寶成,38.13,419.93,185.76,131.53,6.92,8.59,42.49,3.73,97.85,4.05,0.75,5.68,8.30,66.06,6.47,3.61,37.44,77.89,8.30
9905,大華,27.33,388.82,341.04,267.74,"2,878.46",5.65,64.60,3.95,92.40,3.75,0.77,4.06,5.68,19.43,5.26,1.45,24.02,110.04,1.47
9906,欣巴巴,84.02,"74,621.85",128.52,8.90,345.65,"2,536.00",0.14,0.28,"1,303.57","1,499.87",0.37,5.42,36.53,80.50,13.96,6.24,25.18,-18.69,61.12
9907,統一實,38.81,154.19,193.11,119.97,6.54,7.88,46.31,6.90,52.89,1.96,1.04,2.20,2.83,6.49,1.69,0.43,52.84,137.23,1.31
9908,大台北,27.06,345.36,331.33,322.79,"98,813.79",9.41,38.78,16.80,21.72,0.67,0.18,6.23,8.60,26.48,35.03,2.32,61.73,100.10,2.99
9910,豐泰,50.53,168.69,166.02,97.51,"2,897.08",10.13,36.03,7.69,47.46,4.02,1.68,11.06,20.97,71.71,6.35,5.04,53.61,90.23,0.10
9911,櫻花,36.67,301.82,174.94,131.36,208.31,6.87,53.12,4.37,83.52,3.86,0.90,11.82,18.23,61.74,12.96,4.90,41.74,109.02,7.57
9912,偉聯,43.29,335.02,129.90,51.20,-6.86,9.96,36.64,1.25,292.00,4.01,0.68,-3.22,-7.10,-10.12,-5.84,-0.59,22.12,26.16,14.10
9914,美利達,43.47,986.85,143.42,56.26,13.03,8.79,41.52,2.19,166.66,11.83,0.71,4.91,8.35,91.97,6.60,5.66,-2.38,34.03,-8.11
9917,中保科,51.37,199.33,115.21,97.65,29.37,9.90,36.86,6.57,55.55,1.87,0.65,10.28,20.49,70.74,15.36,5.85,41.79,84.67,4.13
9918,欣天然,44.93,178.23,235.64,231.44,"2,206.97",9.25,39.45,31.25,11.68,0.77,0.34,6.42,11.56,23.09,18.41,2.00,42.66,84.60,3.79
9919,康那香,62.78,177.68,253.87,206.39,22.94,3.03,120.46,2.95,123.72,0.88,0.40,9.56,24.90,60.29,22.42,3.37,-5.36,44.66,-1.21
9921,巨大,57.07,345.10,176.55,74.18,5.27,4.91,74.33,1.50,243.33,5.88,0.86,4.76,10.15,122.41,4.42,8.68,28.80,42.27,12.30
9924,福興,26.96,263.90,288.62,242.16,161.07,5.68,64.26,5.98,61.03,3.07,0.96,10.12,13.78,67.75,10.44,5.03,42.04,106.02,3.30
9925,新保,33.94,298.68,165.88,158.00,29.26,11.37,32.10,無,無,1.79,0.43,5.77,8.50,30.97,13.07,2.43,28.90,101.58,6.07
9926,新海,52.99,173.40,155.26,141.15,"1,947.25",9.23,39.54,無,無,0.66,0.29,5.87,12.58,31.88,20.43,2.61,45.63,125.17,7.95
9927,泰銘,16.67,"1,208.71",682.11,502.47,"21,442.00",9.03,40.42,3.34,109.28,17.31,1.24,13.53,16.00,76.24,10.82,5.94,238.30,124.79,21.39
9928,中視,87.95,70.76,23.29,16.47,0.83,6.74,54.15,無,無,0.40,0.27,0.76,-2.00,-1.26,-0.86,-0.14,2.60,105.46,1.28
9929,秋雨,61.27,695.55,145.28,120.69,-5.55,5.15,70.87,9.14,39.93,2.72,0.39,-6.88,-15.93,-13.84,-20.12,-1.04,10.79,664.62,2.15
9930,中聯資源,48.78,195.55,98.23,78.19,13.26,10.78,33.85,13.31,27.42,2.21,1.01,7.55,13.84,42.63,6.92,3.38,56.55,153.78,5.84
9931,欣高,55.90,141.69,84.72,47.91,15.14,8.50,42.94,1.40,260.71,0.47,0.21,3.04,6.85,17.90,14.19,1.44,13.46,80.22,4.66
9933,中鼎,79.41,249.33,107.93,101.08,5.68,6.21,58.77,無,無,6.67,1.01,2.44,10.67,43.57,1.83,2.39,3.95,102.74,1.90
9934,成霖,61.90,396.51,154.10,92.39,4.58,7.80,46.79,3.00,121.66,7.94,1.14,4.90,11.45,19.85,3.30,1.52,32.82,59.98,24.21
9935,慶豐富,66.12,222.45,232.11,162.76,2.66,3.03,120.46,3.90,93.58,1.96,0.68,2.59,4.59,8.88,2.29,0.60,55.45,53.95,13.55
9937,全國,55.32,124.21,23.66,18.66,36.66,162.16,2.25,72.28,5.04,4.10,1.99,6.52,14.37,31.48,3.19,2.53,30.07,110.49,9.44
9938,百和,56.11,118.76,106.42,63.30,1.76,5.82,62.71,1.44,253.47,0.74,0.39,2.43,1.95,15.80,2.23,1.95,11.88,82.19,2.15
9939,宏全,56.51,146.98,134.74,97.06,"1,239.14",6.15,59.34,6.90,52.89,1.45,0.70,7.48,16.00,109.69,9.69,8.60,46.20,97.41,6.93
9940,信義,59.81,494.69,246.56,146.73,14.47,9.83,37.13,0.22,"1,659.09",1.64,0.44,5.86,14.47,32.16,12.47,2.39,42.62,134.89,9.78
9941,裕融,86.85,151.77,102.89,100.47,2.70,無,無,無,無,1.54,0.14,3.61,16.99,129.99,15.43,11.07,無,6.46,無
9942,茂順,25.08,240.53,376.65,255.45,218.21,3.38,107.98,2.46,148.37,2.83,0.91,18.70,26.33,159.80,20.48,11.77,164.45,115.98,11.69
9943,好樂迪,30.07,576.51,219.59,212.48,87.20,67.01,5.44,58.07,6.28,3.19,0.49,13.20,19.14,70.52,26.89,8.81,107.37,120.11,10.85
9944,新麗,41.05,209.35,231.33,195.91,13.76,6.70,54.47,3.49,104.58,0.98,0.35,3.29,5.04,34.07,8.34,1.49,4.62,68.20,-0.70
9945,潤泰新,42.45,"2,609.72",144.84,42.09,945.22,8.92,40.91,0.66,553.03,4.89,0.16,5.70,8.24,34.50,32.96,2.65,7.07,119.68,1.53
9946,三發地產,58.84,"11,976.92",219.72,37.65,148.63,44.57,8.18,0.06,"6,083.33",12.60,0.06,1.56,1.37,2.88,9.23,0.27,-6.62,-9.41,-6.66
9955,佳龍,53.52,103.94,73.12,24.46,-1.61,38.70,9.43,2.46,148.37,0.56,0.40,-1.99,-6.03,-7.91,-7.16,-0.79,5.33,92.35,1.49
9958,世紀鋼,37.76,166.62,170.68,72.39,5.46,11.88,30.72,1.65,221.21,1.01,0.45,5.06,11.20,71.24,9.23,4.46,-4.66,-1.65,-1.95
