股票代碼,日期,成交仟股,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
6508,113/05/02,36,"1,157",32.00,32.00,31.85,31.95,-0.05,208
6508,113/05/03,68,"2,190",31.95,32.10,31.95,32.00,0.05,242
6508,113/05/06,46,"1,467",32.00,32.10,31.95,31.95,-0.05,170
6508,113/05/07,59,"1,890",32.20,32.25,32.00,32.15,0.2,134
6508,113/05/08,70,"2,254",32.30,32.30,32.10,32.10,-0.05,131
6508,113/05/09,84,"2,724",32.40,32.50,32.20,32.20,0.1,155
6508,113/05/10,66,"2,150",32.20,32.50,32.20,32.40,0.2,158
6508,113/05/13,103,"3,357",32.55,32.90,32.55,32.80,0.4,134
6509,113/04/15,387,"14,725",38.20,38.40,38.00,38.05,-0.15,443
6509,113/04/16,927,"34,659",38.05,38.05,37.15,37.20,-0.85,742
6509,113/04/17,283,"10,576",37.35,37.60,37.20,37.45,0.25,367
6509,113/04/18,618,"23,397",37.30,38.40,37.20,37.60,0.15,629
6509,113/04/19,"1,056","38,861",37.55,37.55,36.30,36.70,-0.9,961
6509,113/04/22,421,"15,516",36.80,37.15,36.50,36.90,0.2,692
6509,113/04/23,247,"9,107",37.00,37.10,36.75,36.95,0.05,444
6509,113/04/24,327,"12,118",37.15,37.20,37.00,37.20,0.25,755
6509,113/04/25,206,"7,707",37.20,37.45,37.15,37.35,0.15,350
6509,113/04/26,325,"12,228",37.40,37.75,37.40,37.70,0.35,472
6509,113/04/29,291,"11,005",37.60,38.00,37.60,37.80,0.1,385
6509,113/04/30,"3,932","153,520",38.10,39.70,38.10,38.40,0.6,"2,559"
6509,113/05/02,667,"25,675",38.05,38.85,37.95,38.70,0.3,520
6509,113/05/03,426,"16,386",38.85,38.90,38.25,38.30,-0.4,365
6509,113/05/06,479,"18,510",38.75,38.85,38.30,38.65,0.35,436
6509,113/05/07,404,"15,601",39.10,39.10,38.30,38.50,-0.15,330
6509,113/05/08,363,"14,089",38.75,39.00,38.60,38.70,0.2,286
6509,113/05/09,505,"19,626",38.75,39.10,38.55,38.55,-0.15,432
6509,113/05/10,"1,124","43,852",39.00,39.25,38.70,39.10,0.55,681
6509,113/05/13,"1,667","66,001",39.20,39.80,39.20,39.70,0.6,"1,054"
6510,113/04/15,555,"271,276",501.00,501.00,480.00,484.00,-23.0,"1,238"
6510,113/04/16,413,"199,987",479.00,492.00,476.00,481.00,-3.0,733
6510,113/04/17,246,"118,033",481.00,490.00,477.50,478.00,-3.0,517
6510,113/04/18,182,"86,250",476.00,481.00,471.00,471.00,-7.0,494
6510,113/04/19,301,"136,561",471.00,471.00,443.00,451.00,-20.0,770
6510,113/04/22,241,"106,607",450.00,455.00,436.50,442.00,-9.0,588
6510,113/04/23,188,"82,606",444.00,446.00,435.00,442.00,0.0,445
6510,113/04/24,153,"69,166",445.00,458.50,445.00,456.00,14.0,311
6510,113/04/25,87,"39,154",453.50,455.00,448.00,450.00,-6.0,427
6510,113/04/26,174,"77,984",451.00,458.00,438.50,438.50,-11.5,422
6510,113/04/29,462,"217,684",445.00,480.00,445.00,480.00,41.5,918
6510,113/04/30,154,"73,049",475.50,480.00,470.00,473.50,-6.5,372
6510,113/05/02,105,"49,411",467.50,472.50,467.50,471.00,-2.5,297
6510,113/05/03,189,"90,798",476.00,486.00,473.00,473.00,2.0,412
6510,113/05/06,103,"48,244",473.00,475.50,467.00,468.00,-5.0,326
6510,113/05/07,71,"33,067",468.00,475.00,466.50,467.00,-1.0,161
6510,113/05/08,114,"53,066",465.50,467.50,462.50,464.00,-3.0,252
6510,113/05/09,93,"42,544",464.00,464.00,453.00,453.00,-11.0,298
6510,113/05/10,28,"12,750",455.00,464.00,454.00,462.50,9.5,113
6510,113/05/13,33,"15,417",467.00,467.00,461.00,463.50,1.0,170
6512,113/04/15,18,400,22.00,22.00,21.95,21.95,0.05,57
6512,113/04/16,11,243,21.95,22.60,21.75,21.80,-0.15,54
6512,113/04/17,10,219,22.10,22.10,21.55,21.55,-0.25,57
6512,113/04/18,12,255,21.65,21.70,21.60,21.60,0.05,79
6512,113/04/19,13,277,21.65,21.65,21.60,21.60,0.0,103
6512,113/04/22,13,283,21.60,21.60,21.10,21.20,-0.4,50
6512,113/04/23,9,195,21.25,21.35,21.25,21.35,0.15,72
6512,113/04/24,10,217,21.35,21.45,21.20,21.45,0.1,85
6512,113/04/25,20,414,21.00,21.30,21.00,21.30,-0.15,174
6512,113/04/26,12,267,20.85,21.95,20.85,21.40,0.1,74
6512,113/04/29,21,446,21.30,21.50,21.30,21.30,-0.1,160
6512,113/04/30,23,490,20.95,21.20,20.95,21.20,-0.1,146
6512,113/05/02,27,563,21.45,21.45,21.15,21.20,0.0,109
6512,113/05/03,15,317,21.05,21.15,21.05,21.15,-0.05,149
6512,113/05/06,30,645,21.15,21.30,21.15,21.20,0.05,186
6512,113/05/07,14,293,21.20,21.20,21.15,21.15,-0.05,97
6512,113/05/08,17,352,21.20,21.20,21.10,21.20,0.05,137
6512,113/05/09,404,"8,515",20.95,22.50,20.00,21.00,-0.2,"1,748"
6512,113/05/10,142,"2,976",21.45,21.50,20.65,20.95,-0.05,615
6512,113/05/13,17,354,20.90,21.25,20.75,21.25,0.3,132
6514,113/04/15,22,"1,181",52.50,52.60,52.50,52.50,0.0,378
6514,113/04/16,262,"13,716",52.50,52.60,52.40,52.50,0.0,426
6514,113/04/17,43,"2,242",52.60,52.70,52.40,52.50,0.0,374
6514,113/04/18,23,"1,224",52.50,52.50,52.40,52.50,0.0,267
6514,113/04/19,42,"2,191",52.40,52.50,52.40,52.50,0.0,136
6514,113/04/22,6,317,52.50,52.50,52.40,52.40,-0.1,63
6514,113/04/23,37,"1,955",52.40,52.70,52.40,52.50,0.1,66
6514,113/04/24,142,"7,461",52.50,52.60,52.40,52.50,0.0,79
6514,113/04/25,26,"1,396",52.80,52.80,52.60,52.70,0.2,62
6514,113/04/26,67,"3,530",52.50,52.80,52.50,52.50,-0.2,92
6514,113/04/29,41,"2,157",52.60,52.60,52.50,52.50,0.0,49
6514,113/04/30,25,"1,328",52.50,52.50,52.50,52.50,0.0,36
6514,113/05/02,48,"2,496",52.50,52.50,52.50,52.50,0.0,32
6514,113/05/03,160,"8,390",52.60,52.60,52.40,52.50,0.0,120
6514,113/05/06,12,632,52.70,52.70,52.50,52.50,0.0,20
6514,113/05/07,9,481,52.50,52.70,52.50,52.70,0.2,25
6514,113/05/08,321,"17,051",53.10,53.60,52.70,52.70,0.0,257
6514,113/05/09,279,"14,773",53.20,53.40,52.60,52.60,-0.1,228
6514,113/05/10,15,790,52.60,52.70,52.60,52.60,0.0,34
6514,113/05/13,14,750,52.60,52.90,52.60,52.70,0.1,47
6516,113/04/15,27,"2,062",76.40,77.40,75.60,77.40,0.9,49
6516,113/04/16,41,"3,143",77.00,77.00,75.50,76.40,-1.0,78
6516,113/04/17,19,"1,432",76.20,76.70,75.40,76.70,0.3,21
6516,113/04/18,10,738,76.70,76.90,76.70,76.90,0.2,17
6516,113/04/19,58,"4,341",76.20,76.20,74.30,75.70,-1.2,88
6516,113/04/22,39,"2,970",76.00,76.00,75.00,75.80,0.1,48
6516,113/04/23,39,"2,892",75.30,75.30,74.90,75.30,-0.5,53
6516,113/04/24,6,477,75.50,75.70,75.40,75.40,0.1,20
6516,113/04/25,55,"4,092",75.20,75.20,73.00,75.00,-0.4,67
6516,113/04/26,32,"2,399",74.20,75.20,74.20,74.80,-0.2,49
6516,113/04/29,28,"2,109",75.50,75.50,74.80,75.00,0.2,42
6516,113/04/30,44,"3,286",75.10,75.10,74.80,74.80,-0.2,45
6516,113/05/02,24,"1,763",75.40,75.50,74.10,74.80,0.0,29
6516,113/05/03,28,"2,105",74.90,74.90,74.40,74.60,-0.2,43
6516,113/05/06,37,"2,746",74.30,74.80,74.30,74.60,0.0,41
6516,113/05/07,62,"4,603",74.30,74.50,73.80,74.50,-0.1,66
6516,113/05/08,31,"2,317",74.10,74.10,73.70,74.00,-0.5,56
6516,113/05/09,27,"1,963",74.00,74.00,73.60,73.90,-0.1,32
6516,113/05/10,24,"1,790",73.90,74.10,73.80,73.80,-0.1,35
6516,113/05/13,125,"9,142",74.00,74.00,72.00,73.20,-0.6,156
6517,113/04/15,505,"41,958",80.80,85.00,80.80,81.60,-0.7,552
6517,113/04/16,498,"39,369",82.00,82.30,76.90,77.30,-4.3,817
6517,113/04/17,394,"30,698",77.50,78.60,77.30,77.70,0.4,343
