股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
2397,友通,188.01,108.08,9.58,3.74,97.59,2.10,173.80,3.44,0.82,3.53,6.49,44.31,3.82,3.16
2399,映泰,377.49,219.44,-758.89,16.45,22.18,2.21,165.15,18.01,0.84,-4.04,-5.16,-6.57,-4.84,-0.64
2401,凌陽,437.13,351.72,0.00,6.53,55.89,1.66,219.87,2.95,0.38,-1.30,-1.96,-1.45,-3.99,-0.84
2402,毅嘉,184.57,150.85,13.23,2.57,142.02,5.91,61.75,3.13,0.85,5.02,7.88,17.83,5.43,1.56
2404,漢唐,128.24,84.90,35.45,8.70,41.95,0.36,"1,013.88",49.66,1.48,12.50,42.08,339.97,7.04,24.82
2405,輔信,471.32,325.86,6.54,11.23,32.50,1.28,285.15,1.63,0.38,0.42,0.38,0.88,0.83,0.04
2406,國碩,194.43,145.43,-14.02,2.61,139.84,3.20,114.06,0.70,0.26,-7.74,-13.01,-34.09,-31.32,-0.99
2408,南亞科,479.73,335.42,-72.35,6.24,58.49,1.34,272.38,0.35,0.15,-3.71,-4.27,-34.55,-24.88,-2.4
2409,友達,152.50,119.00,0.00,11.30,32.30,8.20,44.51,1.40,0.60,-4.20,-10.2,-28.20,-7.30,-2.37
2412,中華電,156.93,135.10,"14,823.71",8.56,42.64,4.71,77.49,0.76,0.43,7.30,9.63,60.58,17.02,4.76
2413,環科,174.26,75.04,4.65,6.42,56.85,2.02,180.69,4.35,0.89,2.58,5.23,10.23,2.30,0.84
2414,精技,168.79,122.71,18.24,5.45,66.97,11.28,32.35,16.62,2.55,4.78,9.88,31.63,1.77,2.38
2415,錩新,137.29,130.49,1.10,6.31,57.84,3.91,93.35,3.12,0.27,2.17,-0.72,2.24,-0.87,-0.22
2417,圓剛,246.59,202.24,818.49,8.25,44.24,1.79,203.91,1.98,0.53,2.31,3.0,8.07,3.92,0.01
2419,仲琦,244.82,137.02,2.95,4.24,86.08,2.03,179.80,4.80,0.83,2.12,0.1,5.87,1.74,0.02
2420,新巨,339.49,229.75,29.99,6.19,58.96,1.52,240.13,6.97,0.40,10.16,14.57,44.52,25.32,3.55
2421,建準,202.85,157.62,38.27,3.98,91.70,3.95,92.40,5.81,1.04,11.04,21.48,64.06,10.33,5.16
2423,固緯,283.15,168.97,104.19,3.76,97.07,1.26,289.68,3.35,0.78,11.11,15.93,38.27,14.16,2.95
2424,隴華,128.09,111.24,"-1,401.56",4.27,85.48,9.53,38.30,0.49,0.18,-30.93,-67.87,-37.34,-186.50,-3.95
2425,承啟,287.04,198.07,27.79,6.68,54.64,10.95,33.33,350.70,1.86,7.06,9.66,31.45,3.42,1.68
2426,鼎元,311.78,228.01,-9.81,3.30,110.60,2.19,166.66,1.21,0.42,-2.30,-3.24,-5.36,-5.98,-0.44
2427,三商電,217.51,69.40,885.41,7.21,50.62,1.19,306.72,3.32,0.65,4.62,9.18,15.99,6.34,1.36
2428,興勤,487.47,401.75,103.30,3.06,119.28,2.98,122.48,2.04,0.51,9.66,14.25,134.45,18.52,10.21
2429,銘旺科,173.68,128.85,-1.24,13.94,26.18,7.90,46.20,2.28,0.83,-5.82,-18.21,-8.70,-9.63,-0.56
2430,燦坤,85.35,33.69,5.81,133.76,2.72,6.62,55.13,6.26,1.37,1.91,6.01,30.14,1.39,2.39
2431,聯昌,707.53,648.99,"-4,823.65",3.94,92.63,3.60,101.38,6.52,0.34,-5.41,-6.76,-7.41,-15.96,-0.85
2432,倚天酷碁-創,264.12,234.33,"1,631.58",5.60,65.17,15.19,24.02,"3,437.49",1.23,7.15,10.44,12.59,5.81,1.98
2433,互盛電,238.95,217.92,"1,858.98",8.03,45.45,2.78,131.29,1.16,0.37,6.97,11.13,42.31,17.64,3.39
2434,統懋,157.39,149.90,-570.40,3.45,105.79,3.56,102.52,0.16,0.09,-4.81,-7.53,-9.81,-57.56,-0.98
2436,偉詮電,781.92,629.18,9.95,3.35,108.95,1.77,206.21,9.05,0.49,3.84,6.24,12.72,7.18,1.18
2438,翔耀,84.62,54.76,-91.30,2.31,158.00,2.51,145.41,0.25,0.11,-6.35,-9.55,-9.94,-59.98,-1.0
2439,美律,130.69,106.54,21.22,4.03,90.57,6.87,53.12,8.98,1.11,4.52,10.69,85.97,3.86,6.16
2440,太空梭,206.02,183.58,546.31,3.41,107.03,12.49,29.22,12.99,1.36,-7.44,-10.46,-8.91,-4.65,-0.99
2441,超豐,358.18,319.73,無,5.41,67.46,8.84,41.28,0.98,0.55,8.16,9.41,44.14,14.71,3.51
2442,新美齊,136.47,37.21,27.87,68.55,5.32,0.18,"2,027.77",40.80,0.16,2.80,8.92,20.71,17.06,1.67
2444,兆勁,312.57,190.00,0.62,3.45,105.79,2.50,146.00,3.61,0.87,-0.09,-1.6,-0.64,-0.87,-0.16
2449,京元電子,284.47,264.15,11.85,4.65,78.49,17.29,21.11,0.73,0.45,8.86,15.63,61.21,18.22,4.78
2450,神腦,221.72,138.03,70.90,17.25,21.15,10.76,33.92,39.73,3.08,7.03,11.05,31.49,2.25,2.73
2451,創見,606.59,419.94,745.23,8.51,42.89,1.80,202.77,6.79,0.48,9.07,10.23,57.59,18.91,4.63
2453,凌群,153.74,119.73,20.29,4.36,83.71,10.13,36.03,17.60,1.32,6.26,13.26,32.95,4.33,2.78
2454,聯發科,125.38,104.51,"21,829.67",9.03,40.42,3.96,92.17,8.09,0.69,12.46,18.89,542.50,17.80,48.51
2455,全新,255.94,181.21,42.23,5.89,61.96,2.87,127.17,1.04,0.60,10.25,14.64,29.30,16.71,2.43
2457,飛宏,207.72,154.94,4.56,5.61,65.06,3.09,118.12,3.16,0.82,2.43,3.36,10.77,2.13,0.68
2458,義隆,259.42,194.75,148.06,12.79,28.53,1.95,187.17,9.61,0.88,14.60,21.06,81.37,16.46,7.53
2459,敦吉,210.59,190.02,16.39,3.41,107.03,8.75,41.71,5.00,0.72,6.35,10.69,88.12,8.12,5.46
2460,建通,127.85,87.26,-4.99,2.94,124.14,2.67,136.70,1.53,0.51,-2.69,-7.85,-16.24,-6.70,-1.05
2461,光群雷,180.16,125.27,0.14,3.81,95.80,3.13,116.61,3.36,0.70,-0.60,-2.0,-2.22,-1.47,0.66
2462,良得電,175.11,131.47,15.38,2.36,154.66,4.32,84.49,2.60,0.76,5.50,9.39,19.49,6.87,1.86
2464,盟立,126.26,99.80,5.80,18.26,19.98,5.70,64.03,3.22,0.70,1.78,4.26,12.48,2.07,0.89
2465,麗臺,149.04,51.86,-267.24,11.73,31.11,4.50,81.11,21.78,1.84,-5.65,-21.03,-15.82,-3.74,-2.53
2466,冠西電,145.90,84.29,1.66,4.76,76.68,1.53,238.56,1.43,0.24,2.26,1.59,3.28,2.86,0.18
2467,志聖,160.89,134.07,"1,832.47",1.54,237.01,1.85,197.29,4.67,0.45,6.42,14.11,37.26,13.41,3.12
2468,華經,195.19,161.67,29.03,8.55,42.69,9.93,36.75,9.93,1.12,3.89,6.45,14.17,3.35,1.12
2471,資通,293.29,271.31,289.61,3.82,95.54,0.00,無,52.37,0.59,12.11,19.39,41.41,20.55,3.66
2472,立隆電,208.01,168.52,"3,349.26",3.15,115.87,3.96,92.17,1.52,0.61,8.73,12.06,96.56,13.87,5.6
2474,可成,130.82,128.16,"1,131.97",2.70,135.18,4.65,78.49,1.33,0.07,4.02,5.65,180.68,50.63,13.33
2476,鉅祥,325.40,289.52,50.58,3.83,95.30,4.48,81.47,4.61,0.59,7.98,12.82,55.21,13.26,3.54
2477,美隆電,237.25,203.59,2.55,4.90,74.48,2.81,129.89,1.50,0.30,0.71,0.59,3.68,1.09,0.24
2478,大毅,229.97,139.23,23.76,3.65,100.00,1.68,217.26,1.27,0.49,4.21,5.67,36.76,8.14,2.56
2480,敦陽科,175.41,84.78,390.48,8.21,44.45,2.27,160.79,15.54,1.10,11.91,24.49,91.43,10.77,7.36
2481,強茂,201.58,155.72,6.74,3.24,112.65,2.80,130.35,1.43,0.44,4.06,6.86,30.49,7.97,2.15
2482,連宇,375.76,257.45,176.46,9.82,37.16,2.28,160.08,8.50,0.90,11.69,15.01,31.41,12.97,2.4
2483,百容,141.86,107.43,2.00,5.06,72.13,3.69,98.91,0.85,0.41,1.23,1.44,-2.89,2.33,0.32
2484,希華,345.74,221.60,"2,667.15",3.86,94.55,1.82,200.54,1.50,0.43,4.96,6.37,21.54,11.07,1.64
2485,兆赫,249.38,164.11,-26.86,3.25,112.30,2.09,174.64,2.26,0.65,-3.13,-4.5,-8.48,-4.94,-0.23
2486,一詮,194.82,143.47,508.69,2.51,145.41,3.51,103.98,2.76,0.65,3.17,4.62,11.01,3.92,0.92
2488,漢平,396.63,335.40,831.27,8.76,41.66,3.91,93.35,6.81,0.73,10.40,14.62,56.87,14.26,4.39
2489,瑞軒,245.54,207.09,44.28,5.21,70.05,6.34,57.57,5.64,0.81,2.33,3.37,7.69,2.76,0.58
2491,吉祥全,856.95,584.45,26.07,4.18,87.32,0.37,986.48,3.15,0.13,4.38,4.83,7.32,31.19,0.45
2492,華新科,149.23,121.40,9.87,3.42,106.72,3.63,100.55,1.25,0.35,3.19,4.36,71.73,8.10,4.09
2493,揚博,142.82,103.07,"7,465.17",4.08,89.46,1.86,196.23,4.67,0.70,14.37,23.95,76.31,20.58,6.03
2495,普安,249.94,225.38,8.98,8.59,42.49,1.16,314.65,2.42,0.22,4.18,5.78,10.51,17.36,0.88
2496,卓越,88.63,86.77,69.15,242.37,1.50,109.67,3.32,2.66,0.57,7.83,12.43,65.61,13.53,5.48
2497,怡利電,194.90,124.15,879.38,3.93,92.87,2.25,162.22,3.48,0.90,6.25,10.98,22.26,6.18,1.89
2498,宏達電,199.00,188.00,-13.00,6.28,58.12,1.58,231.01,0.64,0.10,-6.94,-14.04,-40.85,-76.86,-4.09
3002,歐格,"1,071.80",907.76,12.15,4.21,86.69,1.79,203.91,2.50,0.32,0.64,0.91,0.60,1.89,0.11
3003,健和興,546.32,413.17,"6,080.54",4.47,81.65,1.80,202.77,2.87,0.52,6.92,8.86,49.46,13.17,3.49
3004,豐達科,161.59,65.42,11.81,4.69,77.82,1.95,187.17,1.04,0.63,6.91,14.38,65.78,10.01,5.77
3005,神基,195.99,150.02,62.13,4.40,82.95,4.02,90.79,3.95,0.88,10.15,17.46,80.74,11.37,6.17
3006,晶豪科,219.23,101.33,"-1,385.40",10.97,33.27,1.39,262.58,5.93,0.63,-5.96,-11.32,-42.92,-10.17,-4.36
3008,大立光,455.06,433.16,"19,337.82",5.38,67.84,5.12,71.28,1.24,0.26,9.42,11.17,"1,655.97",36.65,134.13
3010,華立,151.41,122.43,7.79,3.74,97.59,10.20,35.78,10.83,1.34,5.35,11.89,130.32,3.47,8.96
3011,今皓,144.48,104.48,-34.09,2.98,122.48,3.49,104.58,4.08,0.69,-7.63,-13.84,-15.61,-11.42,-1.17
3013,晟銘電,156.68,121.29,42.28,2.77,131.76,6.52,55.98,2.89,0.99,3.80,8.07,14.91,3.92,1.29
3014,聯陽,340.45,285.41,"1,216.22",7.83,46.61,2.50,146.00,9.71,0.84,21.35,26.89,119.72,25.29,9.86
3015,全漢,205.02,157.44,33.41,3.80,96.05,3.85,94.80,8.88,0.65,3.24,4.51,41.79,4.85,3.2
3016,嘉晶,412.50,317.06,7.44,3.82,95.54,3.68,99.18,2.10,0.58,2.62,3.22,7.13,3.87,0.57
3017,奇鋐,149.03,100.71,218.92,10.51,34.72,2.71,134.68,5.63,0.90,8.55,28.27,209.36,8.96,14.11
3018,隆銘綠能,107.87,100.46,-5.48,2.00,182.50,0.00,無,4.42,0.53,-8.59,-78.93,-26.29,-18.98,-1.72
3019,亞光,297.80,247.78,"99,038.53",4.25,85.88,4.48,81.47,6.94,0.86,5.26,7.36,47.26,6.09,2.78
3021,鴻名,1.78,1.32,15.12,3.26,111.96,3.53,103.39,7.07,1.00,4.63,8.52,19.54,4.00,1.34
3022,威強電,316.51,269.63,121.84,7.62,47.90,3.08,118.50,5.89,0.55,10.06,14.3,98.80,18.24,7.83
3023,信邦,158.27,89.04,39.43,3.76,97.07,2.11,172.98,10.48,1.03,9.99,22.55,163.24,9.44,13.71
3024,憶聲,144.00,66.57,14.80,11.50,31.73,0.84,434.52,11.14,0.31,2.41,3.86,5.42,7.14,0.39
3025,星通,266.07,164.02,136.44,4.76,76.68,0.59,618.64,4.33,0.55,17.01,23.55,43.49,30.76,3.0
3026,禾伸堂,289.89,192.40,"1,366.00",4.62,79.00,3.24,112.65,2.79,0.88,4.56,6.55,50.20,4.97,5.13
3027,盛達,210.87,176.57,12.10,13.03,28.01,4.34,84.10,2.82,0.53,3.52,5.49,11.64,6.14,0.64
3028,增你強,130.77,66.90,228.19,4.02,90.79,2.66,137.21,78.45,1.52,3.89,8.07,25.99,1.39,2.03
3029,零壹,182.33,147.18,"2,625.40",4.51,80.93,7.56,48.28,31.91,1.74,8.77,16.95,55.93,5.04,4.5
3030,德律,344.42,256.32,457.95,1.66,219.87,1.16,314.65,1.19,0.50,11.10,13.86,53.14,22.58,4.24
3031,佰鴻,439.17,392.98,59.53,2.30,158.69,4.47,81.65,2.86,0.32,5.08,5.91,12.91,15.72,1.05
3032,偉訓,156.49,109.00,39.58,3.67,99.45,4.07,89.68,6.00,1.00,9.46,18.6,82.43,9.18,5.41
3033,威健,140.16,61.19,2.12,5.36,68.09,3.61,101.10,512.76,1.97,4.28,8.77,24.47,1.11,1.85
3034,聯詠,314.88,280.41,"4,454.54",6.46,56.50,5.06,72.13,15.85,1.07,22.75,35.12,463.93,21.12,38.32
3035,智原,274.22,232.35,156.58,8.21,44.45,3.17,115.14,22.43,0.89,11.67,16.59,83.30,13.05,6.39
3036,文曄,134.21,79.62,3.34,6.02,60.63,6.18,59.06,531.63,2.55,2.47,6.27,50.82,0.67,4.24
3037,欣興,195.67,163.63,"2,359.23",4.36,83.71,5.70,64.03,1.02,0.48,5.85,12.94,102.12,11.75,7.88
3038,全台,342.36,252.69,"4,089.43",6.63,55.05,3.40,107.35,8.89,1.03,10.15,16.89,32.08,9.54,2.81
3040,遠見,743.40,671.43,"19,899.60",20.94,17.43,2.32,157.32,2.16,0.10,4.00,4.31,15.79,40.47,1.02
3041,揚智,157.24,115.68,-845.33,6.60,55.30,2.04,178.92,2.49,0.46,-53.61,-69.45,-62.66,-116.99,-8.75
3042,晶技,226.75,172.66,"3,680.84",3.17,115.14,2.70,135.18,1.79,0.56,9.10,14.08,66.61,15.79,5.53
3043,科風,88.07,47.90,1.46,5.92,61.65,2.72,134.19,4.78,1.03,0.99,-0.17,12.91,-0.05,-0.12
3044,健鼎,174.76,142.98,44.55,3.34,109.28,4.11,88.80,2.82,0.77,8.12,14.14,153.67,10.29,11.53
3045,台灣大,58.31,46.13,"1,797.49",18.94,19.27,13.92,26.22,3.86,0.84,6.95,16.44,46.92,7.82,4.33
3046,建碁,181.89,172.69,644.66,8.53,42.79,33.70,10.83,943.53,2.49,10.05,20.36,26.99,4.04,3.14
3047,訊舟,227.92,103.81,-497.69,4.10,89.02,1.67,218.56,1.72,0.61,-3.60,-8.21,-10.72,-6.13,-0.15
3048,益登,116.97,62.99,102.69,9.94,36.72,6.80,53.67,153.58,3.48,4.10,0.12,1.56,0.01,0.02
3049,精金,358.10,339.88,-14.26,6.37,57.29,11.19,32.61,0.13,0.09,-5.85,-9.08,-11.81,-67.56,-1.12
3050,鈺德,209.20,196.04,2.90,8.77,41.61,9.52,38.34,0.46,0.22,2.13,2.67,5.70,6.38,0.5
3051,力特,352.29,194.19,5.69,3.22,113.35,1.44,253.47,1.27,0.46,4.81,7.06,11.62,8.60,1.03
3052,夆典,190.15,148.09,"1,316.01",41.84,8.72,3.21,113.70,29.44,0.41,2.65,6.31,11.85,5.95,1.04
3054,立萬利,941.26,800.27,911.17,3.61,101.10,0.67,544.77,107.87,0.05,0.68,0.66,0.57,13.12,0.06
3055,蔚華科,354.15,334.59,-3.32,2.96,123.31,5.02,72.70,2.22,0.35,-1.22,-2.03,-3.91,-4.11,-0.49
3056,富華新,161.06,40.00,21.86,"10,682.37",0.03,0.05,"7,300.00",7.42,0.07,1.49,4.23,12.05,20.15,0.9
3057,喬鼎,237.39,121.12,0.00,7.90,46.20,0.91,401.09,5.75,0.47,-11.25,-17.87,-15.24,-24.53,-1.55
3058,立德,126.31,83.27,1.82,3.25,112.30,3.93,92.87,2.90,0.85,2.08,2.8,2.81,1.11,0.28
3059,華晶科,199.86,158.37,11.33,4.58,79.69,3.07,118.89,2.28,0.57,2.88,4.47,21.65,4.50,1.27
3060,銘異,189.51,119.52,-14.61,4.21,86.69,2.31,158.00,3.71,0.62,-5.70,-8.68,-15.42,-8.80,-1.57
3062,建漢,233.52,185.94,-7.42,2.59,140.92,3.74,97.59,4.46,0.52,-3.99,-6.44,-8.13,-8.33,-0.97
3090,日電貿,270.74,205.68,12.74,3.22,113.35,4.03,90.57,16.48,1.13,8.35,11.15,43.38,6.75,3.39
3092,鴻碩,169.45,127.93,-3.77,2.26,161.50,2.05,178.04,0.99,0.42,-2.48,-7.87,-18.72,-7.65,-1.58
3094,聯傑,"1,962.08","1,876.52",85.74,10.63,34.33,1.41,258.86,1.69,0.21,4.37,4.84,6.78,20.92,0.61
3130,一零四,173.00,170.25,"36,139.19",31.50,11.58,0.00,無,9.98,0.68,13.23,27.28,165.70,19.39,13.61
3138,耀登,271.85,231.48,22.13,4.10,89.02,3.28,111.28,2.94,0.58,6.98,12.59,57.51,11.56,4.42
3149,正達,103.85,93.24,-1.33,4.14,88.16,10.56,34.56,1.40,0.43,-1.83,-8.3,-8.16,-6.35,-0.82
3150,鈺寶-創,993.98,850.44,"-8,712.40",12.38,29.48,1.06,344.33,73.92,0.37,-3.80,-4.43,-5.59,-10.25,-0.7
3164,景岳,317.99,251.60,29.94,6.82,53.51,1.45,251.72,0.31,0.19,1.39,1.52,3.26,7.05,0.38
3167,大量,182.55,118.14,1.76,1.02,357.84,0.96,380.20,0.85,0.28,0.66,0.53,2.17,0.90,0.16
3168,眾福科,234.30,166.54,73.57,5.54,65.88,3.85,94.80,4.91,1.09,8.89,13.37,57.36,8.03,4.02
3189,景碩,205.97,180.38,5.30,5.67,64.37,4.94,73.88,0.59,0.36,1.91,3.0,31.38,4.36,0.11
3209,全科,145.12,61.81,2.41,11.57,31.54,5.43,67.21,67.02,2.81,5.17,12.34,32.41,1.07,2.61
3229,晟鈦,218.22,144.82,-5.68,3.93,92.87,4.95,73.73,4.21,0.99,-2.40,-4.03,-3.60,-2.73,-0.39
3231,緯創,125.40,83.16,3.78,7.83,46.61,5.77,63.25,17.67,1.96,5.61,14.76,83.87,2.11,4.08
3257,虹冠電,701.40,531.98,"121,764.14",8.43,43.29,1.56,233.97,6.14,0.57,14.52,15.95,36.77,23.22,3.12
3266,昇陽,174.61,24.20,6.55,48.13,7.58,0.29,"1,258.62",30.64,0.31,4.89,11.95,20.58,15.19,1.94
3296,勝德,184.96,132.76,3.00,2.78,131.29,3.96,92.17,4.19,0.64,-2.99,-7.33,-9.35,-5.89,-0.91
3305,昇貿,231.20,170.55,7.91,2.97,122.89,3.68,99.18,3.80,0.76,3.41,4.89,27.98,3.76,1.74
3308,聯德,263.28,259.86,31.52,5.20,70.19,14.27,25.57,1.15,0.27,22.70,49.19,70.09,82.29,5.94
3311,閎暉,234.89,188.09,232.74,4.64,78.66,6.68,54.64,5.59,0.63,3.62,4.6,24.98,5.72,1.75
3312,弘憶股,157.06,130.28,6.23,4.55,80.21,8.60,42.44,46.19,2.03,4.96,11.65,24.12,2.05,1.98
3321,同泰,141.85,119.43,-8.91,2.36,154.66,4.99,73.14,3.13,0.83,-13.50,-43.52,-27.06,-17.58,-4.01
3338,泰碩,180.93,156.78,197.52,2.33,156.65,8.03,45.45,8.44,1.03,6.62,12.98,36.28,6.38,2.78
3346,麗清,143.81,96.85,496.03,2.92,125.00,2.80,130.35,5.46,0.94,4.15,10.33,27.65,3.67,2.83
3356,奇偶,626.11,474.34,69.98,7.63,47.83,0.85,429.41,959.83,0.51,12.58,15.08,36.74,23.16,3.2
3376,新日興,227.83,194.90,"5,081.46",2.37,154.00,4.81,75.88,1.81,0.47,3.84,5.14,61.95,8.02,4.3
3380,明泰,187.95,102.86,616.73,5.38,67.84,2.73,133.69,6.65,1.11,3.00,4.75,14.90,2.26,1.01
2501,國建,185.06,34.26,3.17,16.89,21.61,0.25,"1,460.00",3.33,0.19,3.18,8.03,21.35,14.34,1.87
2504,國產,144.50,131.29,"3,850.90",2.70,135.18,21.54,16.94,1.60,0.52,9.35,14.48,38.86,17.21,3.0
2505,國揚,193.90,39.23,17.89,5.42,67.34,0.04,"9,125.00",9.47,0.04,1.82,3.08,8.78,41.45,0.8
2506,太設,207.28,67.39,3.62,46.31,7.88,0.18,"2,027.77",0.72,0.11,1.36,1.35,5.52,8.16,0.12
2509,全坤建,168.64,24.21,-0.44,12.20,29.91,0.04,"9,125.00",1.06,0.02,-1.18,-5.34,-10.65,-107.14,-1.09
2511,太子,485.08,334.92,3.09,10.59,34.46,0.89,410.11,1.55,0.18,1.24,2.25,4.47,6.89,0.37
2514,龍邦,112.11,77.37,716.80,13.03,28.01,3.43,106.41,2.00,0.53,3.45,8.98,31.92,5.54,2.44
2515,中工,235.84,100.43,2.62,3.51,103.98,0.80,456.25,5.90,0.33,1.59,2.72,5.10,3.29,0.41
2516,新建,100.06,97.07,"1,024.04",38.28,9.53,無,無,13.64,1.33,2.96,12.05,9.33,2.02,0.77
2520,冠德,164.86,63.72,15.27,11.88,30.72,0.53,688.67,3.09,0.34,5.79,13.66,69.06,15.78,4.42
2524,京城,369.78,8.67,1.84,70.17,5.20,0.04,"9,125.00",3.58,0.07,1.93,2.53,13.39,17.31,1.2
2527,宏璟,125.91,16.98,4.87,79.28,4.60,0.14,無,2.22,0.08,3.08,5.45,24.47,24.35,2.15
2528,皇普,144.40,5.18,1.30,"1,637.15",0.22,0.07,"5,214.28",16.06,0.09,1.22,4.62,8.08,13.06,0.64
2530,華建,208.25,19.28,2.81,9.62,37.94,0.06,"6,083.33",16.68,0.09,2.36,4.75,7.74,25.81,0.61
2534,宏盛,128.20,17.22,4.33,209.23,1.74,0.10,"3,650.00","1,126.95",0.08,2.11,3.52,12.72,20.40,1.1
2535,達欣工,197.65,108.15,27.24,8.80,41.47,0.23,"1,586.95",20.12,0.62,5.17,12.44,53.14,8.01,3.77
2536,宏普,151.34,23.71,1.53,20.21,18.06,0.07,"5,214.28",41.86,0.07,1.43,1.78,7.30,6.80,0.69
2537,聯上發,153.45,20.23,0.44,287.06,1.27,0.03,"12,166.66",90.67,0.03,0.23,-1.46,-2.24,-11.02,-0.2
2538,基泰,135.41,32.14,7.50,30.10,12.12,0.01,"36,500.00",3.06,0.02,8.18,26.49,38.91,429.96,0.94
2539,櫻花建,243.56,32.90,11.63,128.69,2.83,0.19,"1,921.05",139.14,0.31,8.29,17.6,28.84,27.11,2.24
2540,愛山林,134.16,34.17,560.82,2.98,122.48,0.23,"1,586.95",9.69,0.25,5.90,19.98,50.59,18.60,3.91
2542,興富發,138.32,25.22,10.01,15.70,23.24,0.17,"2,147.05",6.62,0.19,4.33,16.6,57.06,20.04,1.33
2543,皇昌,86.83,69.89,10.13,3.92,93.11,6.23,58.58,3.33,0.82,4.68,19.0,29.59,5.19,2.15
2545,皇翔,126.93,11.59,1.95,20.34,17.94,0.09,"4,055.55",1.44,0.09,2.43,6.43,28.00,16.05,2.32
2546,根基,155.81,108.19,288.55,6.95,52.51,0.65,561.53,89.49,1.17,8.15,22.03,103.95,6.93,8.2
2547,日勝生,81.13,35.44,1.17,6.23,58.58,0.53,688.67,0.85,0.13,1.20,-0.15,3.03,-0.22,-0.11
2548,華固,204.53,20.30,"3,190.00",無,無,無,無,77.65,0.37,8.65,17.79,154.90,22.60,12.95
2597,潤弘,138.07,66.75,"2,223.81",6.88,53.05,0.47,776.59,5.78,1.01,9.62,25.23,135.69,9.05,10.28
2601,益航,64.94,37.04,-149.80,12.37,29.50,0.96,380.20,0.42,0.15,-4.90,-20.6,-27.95,-46.03,-2.02
2603,長榮,213.10,202.00,13.97,11.14,32.76,無,無,1.17,0.34,5.43,7.59,301.66,14.45,16.7
2605,新興,137.73,135.14,426.87,7.44,49.05,無,無,0.30,0.20,3.10,3.14,9.80,12.26,0.76
2606,裕民,143.85,139.86,2.80,16.30,22.39,無,無,0.38,0.18,4.90,8.04,31.38,18.57,3.24
2607,榮運,411.20,400.50,35.56,5.52,66.12,無,無,0.98,0.38,6.83,9.18,35.38,17.28,2.55
2608,嘉里大榮,112.77,109.58,15.76,6.10,59.83,1.54,237.01,0.78,0.49,7.82,14.53,46.79,15.23,3.63
2609,陽明,415.41,405.50,5.49,16.53,22.08,無,無,1.77,0.31,1.57,1.63,32.35,3.61,1.37
2610,華航,77.40,64.73,406.82,17.48,20.88,無,無,1.47,0.63,3.26,9.97,15.38,4.04,1.13
2611,志信,635.98,584.22,30.33,3.99,91.47,2.66,137.21,2.74,0.16,12.35,15.72,25.39,75.80,2.48
2612,中航,123.23,120.62,217.56,14.10,25.88,52.56,6.94,0.27,0.18,2.84,2.83,21.90,8.18,1.66
2613,中櫃,107.76,92.13,4.56,5.83,62.60,無,無,0.70,0.30,1.22,3.05,8.82,3.10,0.71
2614,東森,122.99,99.78,-4.18,12.21,29.89,3.15,115.87,1.70,0.35,-0.39,-8.35,-9.76,-5.92,-0.91
2615,萬海,403.75,390.04,-0.34,23.61,15.45,無,無,0.75,0.29,-1.23,-2.68,-8.89,-5.77,-2.07
2616,山隆,111.95,99.48,2.69,19.19,19.02,43.37,8.41,4.40,1.50,1.20,1.64,6.41,0.50,0.48
2617,台航,220.54,211.11,6.54,40.89,8.92,無,無,0.24,0.16,7.94,10.5,47.94,41.68,3.98
2618,長榮航,100.36,94.82,"1,110.70",無,無,無,無,1.54,0.62,7.97,21.67,53.40,11.53,4.01
2630,亞航,268.75,200.61,267.83,3.66,99.72,4.03,90.57,6.62,0.93,1.73,2.13,3.28,1.17,0.31
2633,台灣高鐵,83.55,76.05,2.43,107.88,3.38,無,無,262.07,0.12,3.31,11.29,17.30,15.71,1.39
2634,漢翔,148.92,60.97,11.93,4.82,75.72,2.05,178.04,4.40,0.90,5.62,13.51,30.17,5.69,2.36
2636,台驊控股,196.52,194.15,20.10,38.53,9.47,無,無,105.85,5.29,14.06,26.54,137.92,10.59,10.76
2637,慧洋-KY,59.20,57.15,2.54,106.08,3.44,86.76,4.20,0.23,0.19,5.95,7.1,44.14,19.24,4.38
2642,宅配通,169.06,166.46,無,5.72,63.81,16.63,21.94,6.47,0.94,2.46,4.27,12.11,2.26,0.99
2645,長榮航太,344.76,272.94,"1,592.94",5.17,70.59,5.37,67.97,2.33,0.66,8.72,15.36,59.77,12.40,4.95
2701,萬企,"1,084.77","1,084.42",無,6.80,53.67,無,無,0.86,0.03,2.54,2.93,6.44,79.86,0.53
2702,華園,465.95,462.22,77.45,39.30,9.28,19.53,18.68,0.39,0.17,3.47,0.3,-4.84,1.80,0.16
2704,國賓,730.66,706.73,643.79,35.53,10.27,2.55,143.13,1.07,0.05,2.41,2.97,18.38,38.59,1.34
2705,六福,42.60,33.35,0.51,47.91,7.61,29.56,12.34,0.42,0.14,0.40,-2.0,-5.10,-4.42,-0.51
