Date,Open,High,Low,Close,Adj Close,Volume,Ticker,MA20,MA50,EMA12,EMA26,MACD,Signal Line,RSI,RSV,K,D
2024-06-17,9.430000305175781,9.5,9.350000381469727,9.420000076293945,9.420000076293945,79077103,2888.TW,,,9.420000076293945,9.420000076293945,0.0,0.0,,,,
2024-06-18,9.399999618530273,9.670000076293945,9.350000381469727,9.649999618530273,9.649999618530273,125905180,2888.TW,,,9.45538462125338,9.437037079422561,0.01834754183081877,0.003669508366163754,,,,
2024-06-19,9.710000038146973,9.800000190734863,9.600000381469727,9.710000038146973,9.710000038146973,123631237,2888.TW,,,9.494556223852394,9.457256557846591,0.03729966600580248,0.0103955398940915,,,,
2024-06-20,9.789999961853027,9.789999961853027,9.640000343322754,9.649999618530273,9.649999618530273,72308517,2888.TW,,,9.518470592264375,9.471533821600937,0.0469367706634376,0.01770378604796072,,,,
2024-06-21,9.640000343322754,9.979999542236328,9.569999694824219,9.819999694824219,9.819999694824219,227389423,2888.TW,,,9.56485968496589,9.497346108506365,0.06751357645952538,0.027665744130273652,,,,
2024-06-24,9.9399995803833,9.9399995803833,9.739999771118164,9.800000190734863,9.800000190734863,82398533,2888.TW,,,9.601035147391887,9.51976492941218,0.08127021797970713,0.03838663890016035,,,,
2024-06-25,9.789999961853027,9.869999885559082,9.699999809265137,9.800000190734863,9.800000190734863,57855303,2888.TW,,,9.631645154060037,9.540523096917564,0.09112205714247246,0.04893372254862277,,,,
2024-06-26,9.800000190734863,9.819999694824219,9.670000076293945,9.670000076293945,9.670000076293945,66835806,2888.TW,,,9.637545911326791,9.550113984278779,0.08743192704801217,0.05663336344850065,,,,
2024-06-27,9.600000381469727,9.65999984741211,9.579999923706055,9.619999885559082,9.619999885559082,42945215,2888.TW,,,9.634846522747145,9.55529071770695,0.07955580504019544,0.06121785176683961,,42.8571212318461,42.8571212318461,42.8571212318461
2024-06-28,9.609999656677246,9.880000114440918,9.600000381469727,9.84000015258789,9.84000015258789,117451062,2888.TW,,,9.666408619645722,9.576380305475908,0.09002831416981394,0.06697994424743448,,77.7778450564788,54.49736250672366,46.73720165680528
2024-07-01,9.880000114440918,10.050000190734863,9.829999923706055,9.960000038146973,9.960000038146973,141667637,2888.TW,,,9.711576530184377,9.604796581970062,0.10677994821431547,0.07493994504081067,,81.24998758237851,63.41490419860861,52.29643583740639
2024-07-02,9.76998233795166,9.877559661865234,9.642845153808594,9.877559661865234,9.877559661865234,201623393,2888.TW,,,9.737112396596817,9.62500125455489,0.11211114204192718,0.08237418444103398,,64.07492693471511,63.634911777310776,56.07592781737452
2024-07-03,9.877559661865234,10.170951843261719,9.779762268066406,10.170951843261719,10.170951843261719,182906010,2888.TW,,,9.803856926852955,9.665442038903544,0.13841488794941093,0.09358232514270937,,100.0,75.75660785154051,62.63615449542985
2024-07-04,10.219850540161133,10.366547584533691,10.073155403137207,10.170951843261719,10.170951843261719,107580852,2888.TW,,,9.860333067838917,9.702887209596742,0.15744585824217516,0.10635503176260253,76.15038722618526,75.1323726439973,75.5485294490261,66.94027947996193
2024-07-05,10.024255752563477,10.024255752563477,9.584166526794434,9.926458358764648,9.926458358764648,218900655,2888.TW,,,9.8705061895198,9.719448035461031,0.15105815405876832,0.1152956562218357,65.07023468316353,44.04799000915423,65.04834963573548,66.30963619855311
2024-07-08,9.877559661865234,10.024255752563477,9.779762268066406,9.975357055664062,9.975357055664062,131631064,2888.TW,,,9.886637092003532,9.738404259179774,0.14823283282375854,0.12188309154222027,60.850849717439374,50.264866536122845,60.1205219358646,64.24659811099028
2024-07-09,10.855536460876465,10.953332901000977,10.562143325805664,10.75773811340332,10.75773811340332,534825162,2888.TW,,,10.020652633757345,9.81391047060374,0.2067421631536046,0.13885490586449714,73.58064290414819,85.75765740491262,68.66623375888061,65.71980999362039
2024-07-10,10.75773811340332,11.735713958740234,10.75773811340332,11.589017868041992,11.589017868041992,608994312,2888.TW,,,10.261939592878061,9.945399907451018,0.3165396854270437,0.17439186177700647,82.39379173480404,93.18183329262817,76.83810027012979,69.42590675245685
2024-07-11,11.949999809265137,12.149999618530273,11.649999618530273,11.800000190734863,11.800000190734863,363685847,2888.TW,,,10.498564300240647,10.082777706212784,0.4157865940278622,0.22267080822717764,82.63162080458538,86.35922855143208,80.01180969723055,72.95454106738141
2024-07-12,11.699999809265137,12.149999618530273,11.600000381469727,11.949999809265137,11.949999809265137,313862990,2888.TW,10.157901716232299,,10.7218620708598,10.221090454587031,0.5007716162727682,0.27829096983629575,83.97739179082433,92.20526814821642,84.07629584755918,76.661792660774
2024-07-15,12.0,12.100000381469727,11.649999618530273,11.75,11.75,234472237,2888.TW,10.274401712417603,,10.88003713688137,10.33434301350651,0.5456941233748598,0.33177160054400856,78.9844897088996,84.41053629643285,84.18770933051707,79.17043155068835
2024-07-16,11.800000190734863,11.850000381469727,11.25,11.449999809265137,11.449999809265137,286719460,2888.TW,10.364401721954346,,10.96772370186349,10.416984257636779,0.5507394442267106,0.37556516928054895,75.18486564266533,72.71841993465085,80.36461286522834,79.56849198886835
2024-07-17,11.5,11.600000381469727,11.350000381469727,11.449999809265137,11.449999809265137,129030180,2888.TW,10.451401710510254,,11.041920026079127,10.493503928127769,0.5484160979513586,0.4101353550147109,76.26391284114861,72.71841993465085,77.81588188836918,78.98428862203528
2024-07-18,11.399999618530273,11.449999809265137,11.149999618530273,11.25,11.25,194921972,2888.TW,10.53140172958374,,11.073932329759263,10.549540674192379,0.5243916555668839,0.4329866151251455,70.35297214195094,62.02913525288347,72.55363300987395,76.84073675131484
2024-07-19,11.25,11.25,10.75,10.850000381469727,10.850000381469727,219559874,2888.TW,10.582901763916016,,11.039481260791641,10.571796948805515,0.46768431198612603,0.4399261544973416,61.886110834446285,18.128659185531667,54.41197506842652,69.36448285701874
2024-07-22,10.800000190734863,10.850000381469727,10.300000190734863,10.5,10.5,229061490,2888.TW,10.617901754379272,,10.956484143746772,10.566478656301403,0.3900054874453698,0.4299420210869473,57.75834073099166,10.810803844597434,39.87825132715016,59.53573901372921
2024-07-23,10.649999618530273,10.899999618530273,10.649999618530273,10.800000190734863,10.800000190734863,151349782,2888.TW,10.667901754379272,,10.932409689437247,10.58377654774092,0.3486331416963271,0.41368024520882324,57.82781082854779,27.027035386483078,35.59451268026113,51.55533023590652
2024-07-26,10.399999618530273,10.800000190734863,10.350000381469727,10.699999809265137,10.699999809265137,145817689,2888.TW,10.719401741027832,,10.896654323256922,10.592385678224195,0.3042686450327263,0.3917979251736039,56.42354818920384,21.621607689194867,30.936877683239043,44.682512718350694
2024-07-29,10.899999618530273,10.949999809265137,10.649999618530273,10.649999618530273,10.649999618530273,137032263,2888.TW,10.770901727676392,,10.858707445606667,10.596653377506126,0.2620540681005412,0.3658491537589914,59.22051115520844,19.444410594896677,27.106055320458253,38.82369358571988
2024-07-30,10.649999618530273,10.75,10.449999809265137,10.75,10.75,109935486,2888.TW,10.816401720046997,,10.841983223205641,10.608012386579746,0.23397083662589502,0.3394734903323721,59.74480986708308,29.032242186485757,27.74811760913409,35.13183492685795
2024-07-31,10.75,10.899999618530273,10.699999809265137,10.850000381469727,10.850000381469727,89597426,2888.TW,10.860901737213135,,10.843216632169346,10.625937423238263,0.21727920893108355,0.3150346340521144,51.40119831249052,42.307700772256,32.60131199684139,34.288327283519095
2024-08-01,10.899999618530273,10.949999809265137,10.800000190734863,10.949999809265137,10.949999809265137,92813389,2888.TW,10.91452374458313,,10.859644813261005,10.649942044425437,0.2097027688355677,0.2939682610088051,37.523967699231214,56.5217247081341,40.574782900605626,36.383812489214606
2024-08-02,11.0,11.0,10.649999618530273,11.0,11.0,159506820,2888.TW,10.955976152420044,,10.881237918913158,10.675872263356887,0.20536565555627107,0.2762477399182983,33.33333333333333,73.68420524280052,51.611257014670585,41.45962733103326
2024-08-05,10.75,10.800000190734863,10.100000381469727,10.149999618530273,10.149999618530273,272037546,2888.TW,10.954928541183472,,10.768739718854253,10.636918734110472,0.131820984743781,0.24736238888339485,20.967751363061495,5.555473139221674,36.25932905618762,39.72619457275138
2024-08-06,10.5,10.550000190734863,9.979999542236328,10.199999809265137,10.199999809265137,234303319,2888.TW,10.968605613708496,,10.681241271225158,10.604554369307113,0.07668690191804473,0.21322729149032482,23.728825613802215,21.568643950528635,31.36243402096796,36.93827438882357
2024-08-07,10.199999809265137,10.600000381469727,10.199999809265137,10.449999809265137,10.449999809265137,87160473,2888.TW,10.99233775138855,,10.645665661692846,10.593105883378078,0.05255977831476777,0.1810937888552134,32.758629761463155,46.078436872398434,36.267768304778116,36.714772360808425
2024-08-08,10.300000190734863,10.449999809265137,10.199999809265137,10.300000190734863,10.300000190734863,69475037,2888.TW,10.969450855255127,,10.59248635846854,10.57139435058969,0.021092007878849017,0.14909343265994054,31.14755431095024,31.37259851825257,34.63604504260293,36.02186325473993
2024-08-09,10.399999618530273,10.699999809265137,10.350000381469727,10.550000190734863,10.550000190734863,103454191,2888.TW,10.91749997138977,,10.58595002497105,10.56980959800785,0.01614042696319906,0.12250283152059226,38.70968535836758,55.88239144012237,41.71816050844274,37.9206290059742
2024-08-12,10.550000190734863,10.800000190734863,10.350000381469727,10.649999618530273,10.649999618530273,315671409,2888.TW,10.859999942779542,,10.595803808595544,10.575749599528029,0.020054209067515316,0.10201310702997687,46.42855926436318,65.68625251040626,49.70752450909725,41.84959417368188
2024-08-13,10.600000381469727,10.800000190734863,10.550000190734863,10.699999809265137,10.699999809265137,117350389,2888.TW,10.797499942779542,,10.611833962544711,10.584953318767814,0.026880643776896918,0.08698661437936088,53.99999465942586,70.58822979426823,56.66775960415424,46.788982650506
2024-08-14,10.699999809265137,10.800000190734863,10.649999618530273,10.699999809265137,10.699999809265137,131507143,2888.TW,10.744999933242799,,10.625397938963237,10.593475281026876,0.031922657936361176,0.07597382309076094,47.72726484566954,70.58822979426823,61.30791633419224,51.628627211734745
2024-08-15,10.699999809265137,10.800000190734863,10.649999618530273,10.75,10.75,85563597,2888.TW,10.709999942779541,,10.644567486815045,10.605069704654515,0.0394977821605309,0.06867861490471494,51.162794823900754,93.90242058632316,72.17275108490254,58.47666850279067
2024-08-16,10.850000381469727,10.899999618530273,10.699999809265137,10.850000381469727,10.850000381469727,185602029,2888.TW,10.67999997138977,,10.67617254753115,10.623212717751937,0.05295982977921376,0.06553485787961472,54.54547030866092,94.5653007701956,79.63693431333355,65.5300904396383
2024-08-19,11.0,11.300000190734863,10.899999618530273,11.100000381469727,11.100000381469727,270664770,2888.TW,10.672499990463256,,10.741376829675549,10.658530322471773,0.08284650720377584,0.06899718774444694,57.44681541819221,81.81820546299137,80.36402469655283,70.47473519194314
2024-08-20,11.199999809265137,11.850000381469727,11.050000190734863,11.800000190734863,11.800000190734863,712442262,2888.TW,10.719999980926513,,10.904241962146212,10.743083646046816,0.1611583160993959,0.08742941341543674,66.10169272352915,96.96968646089272,85.89924528466614,75.61623855618413
2024-08-21,12.449999809265137,12.649999618530273,12.149999618530273,12.449999809265137,12.449999809265137,989319367,2888.TW,10.81749997138977,,11.14205086170297,10.869521880359285,0.27252898134368486,0.12444932700108637,71.42857142857143,91.3043532344497,87.70094793459398,79.64447501565408
2024-08-22,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,0,2888.TW,10.899999952316284,,11.343273776712534,10.986594319537497,0.35667945717503713,0.17089535303587652,71.01449115114578,91.3043532344497,88.90208303454588,82.73034435528469
2024-08-23,11.850000381469727,12.449999809265137,11.649999618530273,12.449999809265137,12.449999809265137,1265059973,2888.TW,10.987499952316284,,11.513539320182165,11.09499472618399,0.4185445939981758,0.2204252012283364,94.230782633,90.47619696377262,89.42678767762146,84.96249212939695
2024-08-26,12.949999809265137,13.350000381469727,12.899999618530273,13.0,13.0,1527838519,2888.TW,11.10499997138977,,11.742225578615678,11.236106227948138,0.5061193506675394,0.277564031116177,95.16130173491848,87.03702657147822,88.63020064224038,86.18506163367809
2024-08-27,13.050000190734863,13.100000381469727,12.699999809265137,12.899999618530273,12.899999618530273,534661547,2888.TW,11.212499952316284,10.751160659790038,11.920344661679461,11.359357590213483,0.5609870714659788,0.33424863918613734,91.52542318088229,83.333309785826,86.86457035676892,86.41156454137504
2024-08-28,13.0,13.100000381469727,12.899999618530273,13.0,13.0,319545203,2888.TW,11.319999933242798,10.82276065826416,12.086445482959544,11.480886657605078,0.6055588253544659,0.3885106764198031,96.55171166419095,86.79244128696342,86.84052733350043,86.55455213875017
2024-08-29,13.0,13.050000190734863,12.899999618530273,13.0,13.0,184540698,2888.TW,11.422499942779542,10.889760665893554,12.226992331734998,11.593413571856555,0.6335787598784428,0.43752429311153107,96.22640151407461,85.7142745927228,86.46510975324122,86.52473801024718
2024-08-30,12.949999809265137,13.0,12.899999618530273,12.899999618530273,12.899999618530273,149701649,2888.TW,11.517499923706055,10.953560657501221,12.330531914318886,11.690197723462017,0.6403341908568692,0.4780862726605988,92.45280574421102,80.43475105992599,84.45499018880281,85.83482206976572
2024-09-02,12.949999809265137,13.0,12.899999618530273,12.949999809265137,12.949999809265137,139409459,2888.TW,11.657499933242798,11.019560661315918,12.425834667387539,11.78351639648447,0.6423182709030684,0.5109326723090928,92.45280574421102,76.47056513592658,81.7935151711774,84.48771977023628
2024-09-03,13.0,13.050000190734863,12.949999809265137,12.949999809265137,12.949999809265137,244495349,2888.TW,11.794999933242797,11.082160663604736,12.506475458445632,11.869922575208964,0.6365528832366678,0.5360567144946078,92.45280574421102,76.47056513592658,80.01919849276047,82.99821267774435
2024-09-04,12.899999618530273,12.899999618530273,12.699999809265137,12.800000190734863,12.800000190734863,349829503,2888.TW,11.912499952316285,11.142160663604736,12.551633109567051,11.938817213396067,0.612815896170984,0.551408550829883,87.27271781480344,67.64706212343906,75.89515303632,80.6305261306029
2024-09-05,12.949999809265137,13.199999809265137,12.899999618530273,12.949999809265137,12.949999809265137,381098481,2888.TW,12.044999933242797,11.205160655975341,12.612920294135987,12.013719627904887,0.5992006662311002,0.5609669739101265,87.499987227577,38.46150460330851,63.41727022531617,74.89277416217399
2024-09-06,12.949999809265137,12.949999809265137,12.850000381469727,12.949999809265137,12.949999809265137,218226055,2888.TW,12.16499991416931,11.270760650634765,12.664778681078934,12.083073715413054,0.5817049656658799,0.5651145722612773,86.2744958709645,50.0,58.94484681687745,69.57679838040848
2024-09-09,12.850000381469727,13.100000381469727,12.75,13.100000381469727,13.100000381469727,244815353,2888.TW,12.287499952316285,11.340360660552978,12.731735865754441,12.158401616602436,0.5733342491520048,0.5667585076394228,82.49998927116906,80.00011444091797,65.9632693582243,68.37228870634708
2024-09-10,13.050000190734863,13.100000381469727,12.949999809265137,13.0,13.0,121513910,2888.TW,12.402499961853028,11.40356065750122,12.773007271022989,12.22074223759485,0.5522650334281387,0.563859812797166,68.96550136572577,60.000038146972656,63.97552562114041,66.90670101127819
2024-09-11,13.350000381469727,13.550000190734863,13.25,13.5,13.5,500268648,2888.TW,12.54249997138977,11.47436065673828,12.88485230625022,12.315502071847083,0.5693502344031369,0.5649578971183602,76.92305811294918,94.11762725936565,74.02289283388215,69.27876495214618
2024-09-12,13.449999809265137,13.449999809265137,13.149999618530273,13.300000190734863,13.300000190734863,418092108,2888.TW,12.669999980926514,11.542809467315674,12.948721211555549,12.388427858431363,0.5602933531241856,0.5640249883195253,69.76743670268448,70.58824849375624,72.87801138717352,70.47851376382195
2024-09-13,13.350000381469727,13.449999809265137,13.300000190734863,13.399999618530273,13.399999618530273,147027983,2888.TW,12.797499942779542,11.607390422821044,13.01814865878243,12.463359099920172,0.5547895588622573,0.5621779024280718,61.764689382804704,82.35288177809691,76.03630151748132,72.3311096817084
2024-09-16,13.399999618530273,13.399999618530273,13.25,13.350000381469727,13.350000381469727,98069340,2888.TW,12.90999994277954,11.670971393585205,13.06920276996509,12.529036231886806,0.5401665380782834,0.5577756295581141,63.63638990838945,76.4706212343906,76.18107475645108,73.61443137328929
